2019-12-10 22:30:05:146,-0.3392975,0.3626986,3.060608,-0.6135704,0.5643599,3.027939,-0.871069,0.769719,2.957753,-0.9617874,0.8833911,2.925936,-0.898192,0.585963,2.925088,-0.8532349,0.3547102,2.942157,-0.6118203,0.4585783,2.73448,-0.5600796,0.4568479,2.710984,-0.7043225,0.7934451,3.048682,-0.5127485,0.611612,3.148455,-0.3359606,0.5562516,2.910508,-0.3189823,0.5130236,2.826154,-0.3867005,0.301982,2.98494,-0.4710943,0.4198217,2.478529,-0.3221602,-0.02261233,2.576458,-0.3287202,-0.05402136,2.441129,-0.2827506,0.44344,3.054235,-0.1083136,0.5653074,2.572087,0.1670251,0.25459,2.578569,0.2097955,0.3130875,2.488481,-0.8087665,0.7183362,2.978731,-0.5434262,0.4248128,2.631245,-0.5713565,0.4298586,2.66125,-0.2525685,0.5158573,2.70724,-0.3674359,0.6629977,2.829467
2019-12-10 22:30:05:183,-0.3451875,0.3796654,3.061227,-0.6232169,0.5650764,3.020106,-0.900401,0.7527535,2.946804,-0.9765767,0.8701867,2.919607,-0.9059804,0.575844,2.911139,-0.8551342,0.3473281,2.937018,-0.6029594,0.4536149,2.74434,-0.5526959,0.4559383,2.710397,-0.7353817,0.789835,3.054421,-0.5351955,0.601431,3.154058,-0.3310844,0.5556281,2.913261,-0.2996469,0.5143913,2.817742,-0.3854043,0.3173501,2.980719,-0.4549758,0.4239377,2.469382,-0.3515049,-0.07612908,2.363059,-0.3194902,-0.1045839,2.386095,-0.2954034,0.4619532,3.056739,-0.07994317,0.5812036,2.591538,0.1895353,0.2927017,2.570285,0.2419318,0.3756306,2.488215,-0.8307434,0.707567,2.967871,-0.497713,0.4641204,2.615336,-0.5465415,0.4245388,2.658688,-0.2301196,0.522576,2.722466,-0.3526393,0.6653187,2.819211
2019-12-10 22:30:05:225,-0.3463348,0.3801427,3.107914,-0.624327,0.5662549,3.025032,-0.9000785,0.7530098,2.946804,-0.9858575,0.8651735,2.915397,-0.9077034,0.574297,2.908146,-0.8537213,0.3469936,2.936789,-0.6005971,0.4535466,2.745561,-0.5420257,0.4538446,2.708683,-0.7351409,0.7897757,3.054414,-0.5448101,0.5993025,3.158041,-0.3261937,0.558752,2.915028,-0.2899569,0.517013,2.820424,-0.3837749,0.320118,3.01682,-0.4281507,0.4305106,2.503159,-0.3596416,-0.07779741,2.38579,-0.3084987,-0.07870924,2.440268,-0.2998125,0.4593672,3.110917,-0.09764194,0.5822745,2.640496,0.196327,0.3094854,2.582019,0.2524462,0.392409,2.508231,-0.8307507,0.7076837,2.968169,-0.4742438,0.4704684,2.603362,-0.5302057,0.4221412,2.661667,-0.2213897,0.5168916,2.732379,-0.3390915,0.6671596,2.828125
2019-12-10 22:30:05:263,-0.3469427,0.3800495,3.106505,-0.6252505,0.5664824,3.02563,-0.9001443,0.7530909,2.946606,-0.9880395,0.8613298,2.913965,-0.9088853,0.5725595,2.905957,-0.7931194,0.3670592,2.934297,-0.5483482,0.4240015,2.712841,-0.4716881,0.4518943,2.63193,-0.7412643,0.7893267,3.056077,-0.5517764,0.5958508,3.162486,-0.325702,0.558414,2.918753,-0.2826595,0.5204187,2.826371,-0.3838126,0.3202344,3.0165,-0.3796977,0.3979497,2.494736,-0.3119461,-0.1035254,2.388981,-0.2624569,-0.1258367,2.430463,-0.3011464,0.4589349,3.108869,-0.08130295,0.5950747,2.650619,0.2031036,0.3444625,2.585278,0.2594409,0.4318362,2.519199,-0.8311048,0.70769,2.968137,-0.3941247,0.4923761,2.556751,-0.4450661,0.442413,2.525833,-0.2088374,0.5183169,2.7398,-0.3482767,0.666437,2.834333
2019-12-10 22:30:05:311,-0.3550832,0.3856573,3.088379,-0.6398365,0.5652989,3.018261,-0.9237206,0.7422535,2.936247,-0.9929762,0.8564864,2.911164,-0.9120637,0.5667099,2.90029,-0.7572613,0.3834875,2.927307,-0.5814117,0.4214398,2.735939,-0.5149426,0.4365969,2.698842,-0.7899213,0.7855996,3.052158,-0.559319,0.5938698,3.164827,-0.3300943,0.5582006,2.923823,-0.2796648,0.5211593,2.835313,-0.3939342,0.3233613,2.998556,-0.3708858,0.4021087,2.477349,-0.3164536,-0.08468091,2.474263,-0.2647619,-0.05478585,2.350645,-0.3064517,0.4669693,3.092949,-0.07077944,0.6161985,2.647287,0.1966173,0.3533285,2.603584,0.2577407,0.4300894,2.528544,-0.8544424,0.6985474,2.958796,-0.4420562,0.4437184,2.588516,-0.5077537,0.3538423,2.70375,-0.2096824,0.5222363,2.758804,-0.284429,0.6738229,2.810437
2019-12-10 22:30:05:347,-0.3597701,0.3881944,3.105845,-0.6414433,0.5657759,3.024052,-0.9224598,0.7422256,2.936559,-0.9996639,0.8535669,2.905948,-0.9125502,0.5659922,2.899529,-0.7567413,0.3845416,2.927899,-0.5085796,0.4234445,2.706473,-0.41447,0.4388515,2.604722,-0.7907188,0.7854074,3.052535,-0.5672617,0.5894521,3.170628,-0.3344704,0.5526359,2.933349,-0.280596,0.5161492,2.848762,-0.3930104,0.3267754,3.02235,-0.3599147,0.4047117,2.50152,-0.3000946,-0.08687937,2.561817,-0.295966,-0.1073711,2.411247,-0.316199,0.4691859,3.106738,-0.07156799,0.6275292,2.669469,0.2241928,0.3741574,2.624654,0.2838911,0.4486251,2.550874,-0.8536826,0.6985124,2.959763,-0.3534171,0.4527677,2.536257,-0.4072838,0.389125,2.559636,-0.2093624,0.5178471,2.778013,-0.3090214,0.6597144,2.836177
2019-12-10 22:30:05:386,-0.3630798,0.3921651,3.113766,-0.6448954,0.5665818,3.029173,-0.9224712,0.7415493,2.936472,-1.013814,0.84047,2.902815,-0.9146069,0.5607725,2.896897,-0.7553648,0.3848388,2.926594,-0.5032565,0.4348282,2.712084,-0.4002392,0.4427343,2.63642,-0.8011492,0.7818146,3.054322,-0.5960907,0.5772381,3.186453,-0.353204,0.5455535,2.959001,-0.2800639,0.5186726,2.870854,-0.3927934,0.3299743,3.027255,-0.3465067,0.4958096,2.528357,-0.2651586,0.01161659,2.441841,-0.2137197,0.05843258,2.304422,-0.3243931,0.4735779,3.116693,-0.06024856,0.6434284,2.696229,0.2542357,0.3954987,2.64026,0.3145272,0.4675637,2.588885,-0.854094,0.6979405,2.960568,-0.3339382,0.4630173,2.565311,-0.4089248,0.3939284,2.608971,-0.2178404,0.5104863,2.815136,-0.2844636,0.6606348,2.837125
2019-12-10 22:30:05:435,-0.3652155,0.3970667,3.114969,-0.648868,0.5668977,3.029756,-0.929158,0.7353312,2.934064,-1.022159,0.8371261,2.898201,-0.9153864,0.5584899,2.895841,-0.7978106,0.3511022,2.910068,-0.5162169,0.4085657,2.740046,-0.4403844,0.4291428,2.69298,-0.805598,0.7807527,3.055382,-0.6350124,0.5964676,3.171352,-0.3762361,0.5516139,2.965393,-0.2712481,0.521675,2.878024,-0.3932711,0.3309258,3.027667,-0.3449278,0.4959899,2.528703,-0.2342039,0.0167253,2.614506,-0.1943365,-0.02935398,2.496865,-0.3287568,0.4851565,3.118195,-0.04879906,0.6407841,2.702936,0.2654306,0.4010144,2.648489,0.322556,0.4703785,2.610767,-0.8600157,0.6939534,2.95982,-0.3617672,0.4641901,2.618186,-0.4360669,0.3844814,2.655188,-0.2144643,0.5083329,2.823373,-0.2607923,0.6566913,2.841308
2019-12-10 22:30:05:474,-0.3726931,0.4060106,3.103339,-0.6627975,0.5639716,3.02359,-0.9530287,0.7149657,2.929615,-1.027115,0.8336891,2.896829,-0.9290798,0.5336609,2.883787,-0.7486416,0.3726492,2.911384,-0.4776831,0.4331524,2.725315,-0.3780169,0.4448698,2.657336,-0.857048,0.7686414,3.063448,-0.6453516,0.5948603,3.164522,-0.3904962,0.5504761,2.953387,-0.2706642,0.5251263,2.890498,-0.3977312,0.3407312,3.012517,-0.3491583,0.4921572,2.509228,-0.2297627,0.01336908,2.619528,-0.1970007,-0.02986133,2.484361,-0.3377673,0.491653,3.109142,-0.02622249,0.643779,2.71718,0.2633897,0.4067088,2.662731,0.3133878,0.4929161,2.632115,-0.8816693,0.6783746,2.955242,-0.3104186,0.4620717,2.586679,-0.346359,0.4225867,2.572882,-0.2375256,0.5156173,2.850743,-0.2476064,0.6486254,2.847333
2019-12-10 22:30:05:521,-0.3800799,0.4100357,3.092641,-0.6706692,0.5631975,3.018663,-0.9555833,0.7138771,2.92921,-1.040558,0.8232208,2.895194,-0.9322492,0.5310739,2.881308,-0.7506186,0.370177,2.91137,-0.4756758,0.4358808,2.733359,-0.3763641,0.4423099,2.680266,-0.858674,0.7690827,3.059024,-0.6734723,0.5934796,3.156517,-0.3885383,0.5473909,3.009568,-0.3483405,0.5170815,2.953813,-0.4033384,0.3447476,3.004027,-0.2630404,0.46122,2.508942,-0.2255096,0.02607524,2.637711,-0.1830822,-0.01343393,2.554567,-0.3466489,0.4947615,3.096005,0.01462161,0.6458042,2.752818,0.2646503,0.4154179,2.697818,0.3182886,0.4987963,2.656846,-0.8856463,0.6766472,2.954138,-0.3011401,0.4616615,2.599177,-0.3453003,0.4239537,2.597833,-0.2672386,0.4858057,2.862295,-0.4205675,0.6766359,2.906273
2019-12-10 22:30:05:560,-0.3825926,0.4102161,3.091532,-0.6759771,0.5618382,3.017425,-0.9611882,0.7113047,2.928784,-1.04868,0.8201641,2.895845,-0.934549,0.5303329,2.880415,-0.7598739,0.3699639,2.913903,-0.5187463,0.4510741,2.777166,-0.4379322,0.4428415,2.732949,-0.8630435,0.7668567,3.058698,-0.6796446,0.5903787,3.156521,-0.3929957,0.5439925,3.010058,-0.3503493,0.5121602,2.964258,-0.4055489,0.3453784,3.002578,-0.2630085,0.4612315,2.508004,-0.2272078,0.02371657,2.642843,-0.1840778,-0.01397264,2.558271,-0.3494198,0.4943665,3.09525,0.03020288,0.6370441,2.770553,0.2623274,0.4179485,2.710425,0.3180597,0.5031106,2.674733,-0.8914337,0.6741853,2.953489,-0.3545971,0.471922,2.676569,-0.4129273,0.4220639,2.682734,-0.270849,0.4955851,2.894846,-0.4247051,0.6725103,2.908334
2019-12-10 22:30:05:597,-0.3974139,0.4092879,3.147817,-0.6908627,0.5554704,3.039522,-0.9734757,0.7034019,2.931023,-1.06022,0.810933,2.899455,-0.9359379,0.5265205,2.880369,-0.7440478,0.3874912,2.918102,-0.5184099,0.449711,2.77492,-0.4420393,0.437884,2.740034,-0.8811155,0.7578762,3.062358,-0.6893905,0.5544143,3.211911,-0.396633,0.5016015,3.07058,-0.3641586,0.5075163,2.985115,-0.4096587,0.3496142,3.052956,-0.2782682,0.4463877,2.551201,-0.2071748,0.03018105,2.644518,-0.1395094,0.02262402,2.530959,-0.3744377,0.4875854,3.157538,-0.01107293,0.6127367,2.805856,0.2701114,0.4181414,2.721261,0.3221605,0.5030033,2.688964,-0.9037547,0.6667534,2.959363,-0.3580014,0.4579567,2.67481,-0.4393618,0.4143318,2.694534,-0.2742392,0.4959154,2.917762,-0.4215105,0.6756306,2.917727
2019-12-10 22:30:05:640,-0.3971117,0.4093695,3.147523,-0.6919696,0.5547385,3.040801,-0.978825,0.6995004,2.932059,-1.067676,0.804849,2.904419,-0.9375807,0.5240433,2.880811,-0.7540157,0.3739498,2.916098,-0.5184865,0.4495615,2.774936,-0.4375745,0.4394987,2.738356,-0.8867859,0.755006,3.064536,-0.6938081,0.5504243,3.211419,-0.4106732,0.5297918,3.037155,-0.2038169,0.4946357,2.917001,-0.4092655,0.3497048,3.052664,-0.2659133,0.39597,2.547362,-0.1945995,-0.000886917,2.646912,-0.1281715,-0.0125978,2.541196,-0.3742181,0.4876598,3.157238,0.003047906,0.5977575,2.816508,0.2742625,0.4187415,2.729741,0.323344,0.5014195,2.700432,-0.9081993,0.6636051,2.961092,-0.353279,0.466292,2.678564,-0.4101329,0.4089321,2.685833,-0.1425719,0.4881476,2.862178,-0.2090727,0.6228779,2.903238
2019-12-10 22:30:05:677,-0.4140384,0.4170161,3.102204,-0.6996222,0.5543514,3.034563,-0.9842404,0.6960512,2.934135,-1.077175,0.7998444,2.911764,-0.9391648,0.5217137,2.881608,-0.7262449,0.3870007,2.909047,-0.5192493,0.4495702,2.776407,-0.4499383,0.4378675,2.744371,-0.9035108,0.7439027,3.073681,-0.7078485,0.5391796,3.217449,-0.4237053,0.5241995,3.044208,-0.3262151,0.5097013,2.998016,-0.4285159,0.3554676,3.016279,-0.2455998,0.3957106,2.5238,-0.1474633,0.03855538,2.492136,-0.08507432,0.06988811,2.358739,-0.3867531,0.4968843,3.105431,0.05044651,0.5612312,2.841075,0.2750874,0.4137335,2.731245,0.3178867,0.4953385,2.709003,-0.9138185,0.6609342,2.961587,-0.367963,0.4603973,2.688312,-0.4331691,0.4052768,2.7005,-0.245803,0.5130039,2.930223,-0.3803212,0.674891,2.964667
2019-12-10 22:30:05:711,-0.4235542,0.426111,3.079203,-0.7218453,0.5516741,3.025765,-1.026025,0.670908,2.959187,-1.086412,0.7939469,2.920014,-0.9682485,0.5122678,2.888032,-0.7697111,0.3798118,2.920249,-0.5207087,0.449576,2.776877,-0.4356412,0.44093,2.739876,-0.9334055,0.7100019,3.102054,-0.7067443,0.5280216,3.224671,-0.4238807,0.5143862,3.049137,-0.3287945,0.5025038,3.007447,-0.4377329,0.3684096,2.996674,-0.2337361,0.3905816,2.511816,-0.1292384,0.02140474,2.469226,-0.07456926,0.0507524,2.351729,-0.398432,0.5026395,3.074171,0.07102813,0.5921859,2.899347,0.2703655,0.4138803,2.725157,0.3195687,0.4902204,2.716698,-0.9519511,0.6418788,2.976423,-0.3525732,0.4696933,2.679497,-0.4399355,0.4044254,2.710846,-0.2452007,0.503301,2.934676,-0.3776418,0.6705609,2.960964
2019-12-10 22:30:05:749,-0.4463306,0.4216918,3.008566,-0.7482009,0.5376971,2.995185,-1.039407,0.6560252,2.96707,-1.108348,0.7832688,2.950616,-0.9743202,0.5095766,2.900592,-0.7649006,0.3876748,2.915506,-0.4917472,0.424697,2.757872,-0.3977823,0.4396685,2.7163,-0.9467762,0.6951505,3.109959,-0.7306888,0.5128181,3.230191,-0.4356693,0.501162,3.077029,-0.344555,0.489131,3.025409,-0.4574447,0.3658401,2.930651,-0.3679891,0.419588,2.413475,-0.1562836,-0.0324769,2.339835,-0.1025936,0.01865184,2.224241,-0.4235542,0.4959725,3.009165,0.06187544,0.5989298,2.979434,0.2271338,0.3994066,2.730916,0.2956543,0.4339844,2.712891,-0.9671007,0.6273088,2.978131,-0.3219516,0.4684545,2.645386,-0.401194,0.3765765,2.68559,-0.2577829,0.4930623,2.97076,-0.4003923,0.6664534,2.980636
2019-12-10 22:30:05:786,-0.4663816,0.411274,3.059215,-0.7654983,0.5301896,3.023432,-1.052326,0.6496732,2.978743,-1.119769,0.7787192,2.964332,-0.9830502,0.5033489,2.907982,-0.7675446,0.3896893,2.914931,-0.4973308,0.4294794,2.76087,-0.4019081,0.4404534,2.7179,-0.9596882,0.688804,3.121645,-0.7446379,0.5073867,3.241768,-0.4342998,0.4984124,3.125446,-0.3641503,0.4855372,3.03979,-0.4824376,0.3521295,2.978006,-0.3833506,0.4149272,2.463566,-0.1636588,-0.03180158,2.383153,-0.1104459,0.0242492,2.269445,-0.4371219,0.4896031,3.054684,-0.002456021,0.6795828,3.155641,0.4382556,0.5523488,2.871912,0.3288507,0.4997819,2.774452,-0.9817942,0.6200442,2.992213,-0.3240544,0.4783745,2.6537,-0.4034086,0.3781994,2.686716,-0.268797,0.4966755,2.994674,-0.4090282,0.6686978,2.989
2019-12-10 22:30:05:824,-0.4822042,0.3956572,3.088943,-0.7766219,0.5201283,3.045467,-1.05947,0.6441131,2.990191,-1.126927,0.7729233,2.980504,-1.002787,0.4972453,2.924422,-0.7719882,0.3918696,2.916357,-0.4998646,0.430999,2.761026,-0.4064433,0.4433263,2.724191,-0.9668366,0.6832493,3.133096,-0.7519512,0.502273,3.252966,-0.4575589,0.4864323,3.098981,-0.3805139,0.4814632,3.042862,-0.5034611,0.3343852,3.011039,-0.3929795,0.4099287,2.500605,-0.1785419,-0.02759182,2.423482,-0.1204476,0.02264392,2.304793,-0.4486303,0.475648,3.083009,-0.1584604,0.7672783,3.312043,0.3084105,0.6436361,3.00182,0.2491338,0.6013135,2.924941,-0.9903077,0.6131686,3.006366,-0.3266208,0.4725397,2.648052,-0.4034738,0.3884615,2.679933,-0.2822135,0.4821555,2.992986,-0.4303548,0.6766667,2.9724
2019-12-10 22:30:05:863,-0.4730368,0.3624407,3.17541,-0.7788752,0.5000022,3.097415,-1.06563,0.641109,2.997036,-1.139733,0.7664448,3.00528,-0.9994076,0.4984814,2.925084,-0.7730391,0.3922241,2.918466,-0.5026075,0.43246,2.763329,-0.4100455,0.4471088,2.723517,-0.9683445,0.6827158,3.134255,-0.7535281,0.5017876,3.254137,-0.4593489,0.486516,3.099645,-0.420118,0.478369,3.056257,-0.4930845,0.3157131,3.080068,-0.4136308,0.399906,2.565165,-0.2018293,-0.03395581,2.489286,-0.1348548,0.01816165,2.374576,-0.4404036,0.4287804,3.186103,-0.1852892,0.8575239,3.120617,0.2661751,0.7280902,2.825071,0.2365013,0.6383916,2.796938,-0.9968565,0.6071762,3.020829,-0.3287151,0.4869028,2.64694,-0.4061081,0.3914097,2.678833,-0.3879046,0.4770382,3.0326,-0.4312938,0.6753269,2.9788
2019-12-10 22:30:05:906,-0.4732745,0.3645629,3.180919,-0.7815934,0.4998041,3.106385,-1.081636,0.6322569,3.024843,-1.15138,0.7455826,3.031543,-1.008758,0.4599068,2.938957,-0.7711155,0.3944037,2.914819,-0.4936438,0.4419954,2.758278,-0.3937915,0.4579256,2.708756,-0.9821538,0.6492447,3.179929,-0.76759,0.4687468,3.299772,-0.4752918,0.4573259,3.141205,-0.436832,0.4843791,3.135735,-0.4931926,0.316215,3.083137,-0.2799832,0.3563217,2.603379,-0.07453182,-0.07543051,2.527349,-0.002242073,-0.02787483,2.41466,-0.440843,0.4332647,3.194873,-0.1444063,0.8349644,3.147326,0.2917688,0.7065368,2.843655,0.2564139,0.6125326,2.800594,-1.00862,0.5996228,3.047759,-0.3219372,0.4827309,2.634743,-0.3529135,0.4428538,2.615,-0.4182722,0.4834852,3.104107,-0.4232051,0.6844069,3.0785
2019-12-10 22:30:05:945,-0.4734209,0.3646898,3.181259,-0.7818546,0.4997544,3.1065,-1.081978,0.6322301,3.023706,-1.158419,0.7422367,3.039978,-1.013784,0.4623532,2.942648,-0.7614516,0.3961906,2.92879,-0.4937595,0.4421689,2.758446,-0.3931368,0.4587489,2.703671,-0.9820557,0.6493716,3.178979,-0.7674899,0.4688731,3.298823,-0.4751056,0.4573475,3.140434,-0.43824,0.4850114,3.143972,-0.4937474,0.3160245,3.085215,-0.2822416,0.3565261,2.604705,-0.07335465,-0.07718933,2.529898,-0.005035043,-0.02752447,2.415294,-0.4408917,0.4335143,3.194607,-0.145167,0.8356202,3.159202,0.2924236,0.7057258,2.850447,0.2587106,0.6159515,2.80665,-1.008877,0.5995247,3.047174,-0.3205254,0.4817304,2.63305,-0.3834001,0.4071744,2.6606,-0.433411,0.4842805,3.121603,-0.424382,0.6849205,3.085396
2019-12-10 22:30:05:997,-0.4853983,0.3558875,3.195188,-0.8063313,0.4817793,3.128443,-1.115749,0.6075804,3.04811,-1.182768,0.7204559,3.062325,-1.043053,0.4679566,2.970497,-0.7995431,0.3820475,2.926517,-0.5494561,0.4376269,2.789703,-0.4557857,0.4565509,2.755248,-1.001385,0.6325798,3.195803,-0.7591255,0.5109978,3.240254,-0.466455,0.4986994,3.082352,-0.3715534,0.503565,3.051304,-0.5089065,0.3072732,3.097662,-0.308682,0.3321111,2.611273,-0.06918867,-0.1331133,2.493591,-0.003102742,-0.1198728,2.49799,-0.4493631,0.4243017,3.208813,-0.1592043,0.8302003,3.14488,0.2859414,0.6996125,2.837963,0.252144,0.6130315,2.799538,-1.04016,0.5760754,3.070734,-0.3751102,0.4797579,2.681162,-0.4593001,0.392587,2.717364,-0.3457507,0.5075213,3.051831,-0.3841991,0.7049196,2.988771
2019-12-10 22:30:06:031,-0.4869739,0.3542441,3.198238,-0.8117468,0.4777824,3.13511,-1.127129,0.6001959,3.05997,-1.192209,0.7122844,3.06736,-1.040183,0.457497,2.969584,-0.8026923,0.383328,2.931858,-0.5464979,0.4388424,2.791904,-0.4538423,0.4576496,2.75806,-1.003931,0.6281756,3.201847,-0.7680707,0.512274,3.237707,-0.4753666,0.4999699,3.079818,-0.3803419,0.5047785,3.049224,-0.5105625,0.3059346,3.100251,-0.3159058,0.3240433,2.611316,-0.1271149,0.05406845,2.545045,-0.06788,0.1475841,2.467516,-0.4506711,0.4223773,3.212045,-0.03190264,0.4755782,2.913114,0.2690018,0.4009255,2.750517,0.3215157,0.4736804,2.732447,-1.04985,0.5695925,3.081126,-0.3715169,0.4896868,2.678087,-0.4298341,0.3943215,2.717267,-0.3545041,0.5087308,3.049755,-0.3920633,0.7060075,2.9869
2019-12-10 22:30:06:073,-0.4925664,0.3495725,3.203006,-0.8213809,0.4709123,3.137763,-1.140277,0.5914612,3.058857,-1.206537,0.7012535,3.073105,-1.046217,0.4603333,2.975243,-0.745911,0.3724087,2.914326,-0.5274251,0.4413968,2.793057,-0.4393244,0.463886,2.756128,-1.003884,0.6295661,3.201055,-0.7718317,0.520172,3.229369,-0.4790999,0.5078415,3.071487,-0.3836838,0.5116823,3.042003,-0.5183871,0.2990953,3.098583,-0.3008676,0.4601027,2.646653,-0.0834012,0.1312703,2.555678,-0.0325239,0.1830078,2.455043,-0.4560642,0.4180776,3.22735,-0.04393191,0.4781364,2.919493,0.2780215,0.3861034,2.741316,0.306103,0.4678959,2.730599,-1.062211,0.5612528,3.081114,-0.359689,0.4858881,2.667091,-0.4141999,0.3999979,2.723889,-0.3578286,0.5156133,3.042532,-0.3962095,0.712979,2.979474
2019-12-10 22:30:06:112,-0.495246,0.3485547,3.203277,-0.8223468,0.4703744,3.137325,-1.140215,0.5912037,3.057936,-1.215581,0.6942781,3.071981,-1.048369,0.4598988,2.976103,-0.7980059,0.3881312,2.946484,-0.5242677,0.4419188,2.793237,-0.4354843,0.4581411,2.75666,-1.013746,0.6333853,3.218724,-0.7838074,0.5249192,3.243213,-0.4910554,0.5125617,3.085339,-0.3959007,0.5143192,3.054911,-0.5202559,0.2997282,3.096365,-0.298228,0.4609421,2.646792,-0.05067322,0.1191957,2.569028,-0.005918086,0.172062,2.46914,-0.4602777,0.4148801,3.229733,-0.05581129,0.4845706,2.912657,0.3000969,0.3832313,2.74233,0.3032098,0.4654011,2.729316,-1.062385,0.5609552,3.080386,-0.347233,0.4817303,2.671013,-0.4158336,0.3868709,2.736762,-0.3700046,0.5182296,3.055442,-0.408331,0.7155688,2.992385
2019-12-10 22:30:06:151,-0.5019968,0.34209,3.195999,-0.8329394,0.458399,3.129936,-1.152836,0.5733095,3.051101,-1.237195,0.6756727,3.075829,-1.050233,0.4651663,2.984836,-0.7823382,0.3861516,2.934846,-0.5202537,0.4436341,2.793858,-0.4342866,0.4655455,2.772104,-1.044398,0.6278614,3.238557,-0.8163707,0.5202821,3.261919,-0.5235413,0.5079253,3.104085,-0.4974041,0.5286718,3.010625,-0.5289679,0.3004041,3.077568,-0.2961203,0.4515827,2.630113,0.09786217,0.3193983,2.64693,0.06836763,0.3945381,2.501893,-0.4656446,0.4014617,3.226226,-0.3039414,0.5698198,2.728792,0.2558076,0.3848007,2.799258,0.2473763,0.4582601,2.729084,-1.074657,0.5445529,3.073265,-0.3497032,0.5160043,2.691685,-0.3987791,0.3992602,2.746,-0.4710879,0.5325475,3.011216,-0.5088713,0.7298435,2.948226
2019-12-10 22:30:06:189,-0.5152912,0.338036,3.195937,-0.8408653,0.4547191,3.128973,-1.156405,0.5708288,3.049587,-1.249634,0.6669422,3.071565,-1.074049,0.4575579,2.98075,-0.7711207,0.3904845,2.932948,-0.526599,0.452889,2.801414,-0.4364825,0.4727785,2.778142,-1.076332,0.6274884,3.306587,-0.8173601,0.5229019,3.259086,-0.5245227,0.5105365,3.101254,-0.4931235,0.5337286,3.009965,-0.5373181,0.3025476,3.081838,-0.263363,0.5075051,2.683465,0.1594631,0.3694638,2.668149,0.2398542,0.4540527,2.581454,-0.4838215,0.3895482,3.222172,-0.2836386,0.6206559,2.72971,0.1236316,0.4758096,2.803059,0.09148989,0.4685847,2.622043,-1.079144,0.5417477,3.071842,-0.3486715,0.5270783,2.703178,-0.404186,0.4006264,2.757916,-0.4668227,0.5375859,3.010549,-0.5060679,0.7331551,2.947781
2019-12-10 22:30:06:224,-0.5147013,0.3398701,3.1923,-0.8426099,0.4544502,3.126991,-1.161807,0.5680828,3.047629,-1.259838,0.6607521,3.069175,-1.074277,0.4554241,2.979517,-0.7497183,0.4023786,2.915435,-0.5332432,0.4579638,2.80618,-0.4436139,0.4790089,2.787284,-1.063857,0.6126061,3.224413,-0.8072734,0.5148257,3.169735,-0.5143357,0.5025344,3.011941,-0.516152,0.5477803,2.863416,-0.5376113,0.302746,3.080598,-0.2636791,0.5077385,2.682223,0.1006984,0.3593205,2.673825,0.1183446,0.4790349,2.548665,-0.4791808,0.3966934,3.215631,-0.2804962,0.61979,2.732574,0.07343444,0.4973944,2.796292,0.1128246,0.5083468,2.623833,-1.083448,0.5397643,3.069853,-0.3618466,0.5266643,2.741394,-0.4115123,0.4044572,2.767407,-0.5081193,0.5499179,2.850024,-0.5272204,0.7490209,2.801099
2019-12-10 22:30:06:259,-0.5164528,0.3381326,3.188333,-0.8450263,0.4525259,3.124229,-1.163616,0.5665899,3.046365,-1.26803,0.6547357,3.068997,-1.073982,0.4551436,2.979659,-0.7496613,0.4010572,2.915252,-0.5332493,0.4583937,2.806821,-0.445488,0.4768059,2.79411,-1.06425,0.6130153,3.226398,-0.807669,0.5152317,3.17172,-0.514733,0.5029379,3.013925,-0.5129749,0.5495719,2.872046,-0.5404097,0.3010138,3.069574,-0.2594049,0.510708,2.678989,0.2688006,0.4526901,2.675732,0.2983506,0.4668804,2.704003,-0.4799598,0.3954488,3.215778,-0.1572957,0.5996453,2.716155,0.2589291,0.4555731,2.79408,0.3217773,0.4745117,2.724609,-1.085539,0.538064,3.068243,-0.3646162,0.5246038,2.75666,-0.4124452,0.4056169,2.77484,-0.5081193,0.5499179,2.850024,-0.5203903,0.7534122,2.83225
2019-12-10 22:30:06:304,-0.515459,0.3353085,3.183708,-0.8461894,0.4493676,3.12183,-1.166467,0.5625017,3.045623,-1.273077,0.6477526,3.065733,-1.070454,0.4549308,2.981139,-0.7466587,0.399342,2.915226,-0.5291281,0.462202,2.812706,-0.4403012,0.4807408,2.801033,-1.066904,0.6131524,3.225927,-0.8103086,0.5153674,3.171255,-0.5173631,0.5030726,3.013465,-0.5108652,0.5467948,2.876961,-0.5396386,0.2996656,3.068033,-0.2596665,0.5091099,2.676521,0.2764586,0.4695322,2.717486,0.2540639,0.5650052,2.623117,-0.4787912,0.3918242,3.211038,-0.2888151,0.6051828,2.768918,0.1394603,0.4471585,2.865985,0.2098706,0.4782269,2.766465,-1.087994,0.5342011,3.067077,-0.3579538,0.5345952,2.761474,-0.4039392,0.4136656,2.785414,-0.495937,0.5493745,2.864739,-0.521055,0.7488425,2.836
