2019-12-10 22:29:26:719,-0.3567483,0.7359766,2.813559,-0.3565219,1.039369,2.722515,-0.3545764,1.332435,2.615614,-0.3432403,1.490387,2.570709,-0.5291692,1.233554,2.656134,-0.5510467,0.9501021,2.700924,-0.4952847,0.6733913,2.588093,-0.4916382,0.6171366,2.579789,-0.1795539,1.235384,2.651621,-0.1184985,0.9738778,2.74455,-0.1158418,0.731886,2.681868,-0.140284,0.6507689,2.664509,-0.4345217,0.7410518,2.772705,-0.4873494,0.3133257,2.584646,-0.4884544,-0.1450739,2.499965,-0.403475,-0.1262219,2.500172,-0.2694491,0.7405792,2.779037,-0.2387064,0.2437848,2.594605,-0.2168778,-0.1462647,2.561676,-0.2294012,-0.105796,2.441363,-0.3553902,1.260331,2.645161,-0.4903773,0.54369,2.544598,-0.5313492,0.5985533,2.569298,-0.1569317,0.5790431,2.635781,-0.1775995,0.8707405,2.651318,1
2019-12-10 22:29:26:757,-0.3572225,0.7287664,2.818604,-0.3562618,1.028956,2.722493,-0.3532021,1.319102,2.610445,-0.343381,1.478247,2.565915,-0.5282559,1.225405,2.653678,-0.551312,0.9441003,2.701351,-0.4952715,0.6720759,2.589171,-0.4931834,0.6129169,2.581233,-0.1813246,1.224686,2.647675,-0.1164753,0.9685622,2.745656,-0.1110816,0.696418,2.68243,-0.1398526,0.6414268,2.671057,-0.435425,0.7327237,2.778326,-0.4859524,0.3057724,2.58341,-0.4973798,-0.09204841,2.526958,-0.4939175,-0.08217144,2.397321,-0.2695626,0.7345712,2.783787,-0.2386779,0.2434938,2.593934,-0.2165712,-0.15355,2.559632,-0.2278784,-0.1033882,2.43989,-0.3543459,1.247666,2.641262,-0.4884755,0.5432751,2.543807,-0.5286872,0.6007283,2.568799,-0.1567493,0.5625335,2.648952,-0.1740372,0.8651262,2.662739,1
2019-12-10 22:29:26:800,-0.3583373,0.7177802,2.824106,-0.3565079,1.015037,2.723039,-0.3525225,1.30405,2.606764,-0.3433973,1.46105,2.560122,-0.5278004,1.210032,2.650608,-0.5515907,0.9285744,2.702897,-0.4936371,0.6691396,2.594853,-0.4914699,0.6128768,2.582752,-0.1829185,1.208958,2.644063,-0.1132597,0.9611361,2.749897,-0.1096458,0.6926407,2.684122,-0.1365578,0.6365888,2.673148,-0.4367999,0.7223663,2.781823,-0.4888507,0.2664812,2.579904,-0.4943263,-0.1279371,2.49593,-0.4444181,-0.1353312,2.4271,-0.2703793,0.7230991,2.791908,-0.2379032,0.2403765,2.590844,-0.2180768,-0.1520272,2.560086,-0.2291725,-0.1036761,2.440481,-0.3538981,1.232792,2.638501,-0.4865727,0.5430086,2.542128,-0.5263399,0.6069785,2.570843,-0.1531716,0.5674766,2.655637,-0.1731381,0.8534929,2.65935,1
2019-12-10 22:29:26:836,-0.3621553,0.6985569,2.867671,-0.3575135,1.001545,2.732788,-0.3523794,1.291151,2.602214,-0.3438004,1.444777,2.555115,-0.52675,1.193598,2.648124,-0.5525382,0.9131816,2.705775,-0.5021496,0.6871052,2.619081,-0.4971965,0.6390252,2.594258,-0.1844986,1.196121,2.641677,-0.1110522,0.9528826,2.75319,-0.1085037,0.6831856,2.685939,-0.134606,0.6299907,2.674846,-0.4386465,0.7026983,2.821306,-0.4888181,0.2798042,2.574493,-0.4996847,-0.09486651,2.52812,-0.4950031,-0.08698905,2.403171,-0.2762828,0.7052568,2.838799,-0.2378626,0.2414398,2.589539,-0.2195442,-0.1483999,2.559745,-0.2378058,-0.1079744,2.435447,-0.354003,1.22084,2.637272,-0.5089683,0.5678073,2.556687,-0.529848,0.625685,2.58355,-0.1510372,0.5605573,2.650443,-0.1735251,0.8440975,2.659786,1
2019-12-10 22:29:26:872,-0.3668927,0.6942407,2.877514,-0.3600722,0.9842975,2.744201,-0.3500941,1.264394,2.600483,-0.3454177,1.420025,2.55103,-0.5249313,1.17842,2.645928,-0.5517108,0.8917246,2.709772,-0.4959794,0.6702991,2.60383,-0.4937618,0.6164128,2.585981,-0.1877112,1.179831,2.642487,-0.09951835,0.9245151,2.758132,-0.1070252,0.6814808,2.687331,-0.1322147,0.6227254,2.677829,-0.4439888,0.6965442,2.828358,-0.4995974,0.3682063,2.514165,-0.4922602,-0.1250451,2.460215,-0.4864834,-0.1148133,2.335146,-0.2805887,0.7026252,2.853336,-0.2240601,0.3759634,2.535224,-0.2181264,-0.1266624,2.530097,-0.2347182,-0.1088699,2.425806,-0.3530582,1.195951,2.639169,-0.4939651,0.5489492,2.548315,-0.5297699,0.6126797,2.578236,-0.1516217,0.5512341,2.660789,-0.1703391,0.8362727,2.66725,1
2019-12-10 22:29:26:908,-0.3700461,0.6869832,2.881896,-0.3621945,0.9741394,2.746158,-0.3515286,1.253843,2.59828,-0.3459597,1.410487,2.547015,-0.5254096,1.166879,2.643109,-0.5517153,0.8866146,2.711683,-0.4975833,0.6680636,2.605316,-0.495571,0.6106088,2.584901,-0.1913247,1.16521,2.641692,-0.09735585,0.9210919,2.759014,-0.1061278,0.6592686,2.690469,-0.1486527,0.6025983,2.672107,-0.4480991,0.6902826,2.83301,-0.4979473,0.3729244,2.515921,-0.5039046,-0.1256291,2.467746,-0.4988914,-0.1189255,2.340666,-0.2825925,0.6944337,2.857112,-0.224146,0.3801882,2.536171,-0.2246089,-0.1291549,2.539987,-0.2304262,-0.1146637,2.416231,-0.3546399,1.184962,2.637865,-0.5009217,0.5432442,2.544082,-0.5308055,0.6023854,2.577,-0.1634721,0.5224075,2.657162,-0.180338,0.7871654,2.614154,1
2019-12-10 22:29:26:950,-0.3711402,0.6813818,2.886142,-0.3625362,0.9628813,2.748014,-0.3511825,1.235494,2.595498,-0.3464853,1.393414,2.544054,-0.5256629,1.153,2.64145,-0.5531775,0.8801869,2.713809,-0.4974019,0.6628078,2.6056,-0.4952479,0.607026,2.583864,-0.1920323,1.154357,2.640382,-0.09349862,0.9162909,2.759753,-0.1067301,0.6544864,2.69216,-0.1485072,0.596491,2.67579,-0.4493856,0.6827822,2.836884,-0.4969896,0.3772643,2.515941,-0.4988122,-0.1319754,2.499303,-0.4645965,-0.1324373,2.413693,-0.2834877,0.6905016,2.861643,-0.2237265,0.3862892,2.539589,-0.2291585,-0.1279739,2.545812,-0.230625,-0.116413,2.416951,-0.3544467,1.168395,2.636372,-0.496027,0.5421418,2.546762,-0.5308059,0.5882031,2.568375,-0.1576185,0.5289343,2.660303,-0.1802648,0.7839458,2.606742,1
2019-12-10 22:29:26:987,-0.3733903,0.6646225,2.892887,-0.3641982,0.9398171,2.749244,-0.3528753,1.209802,2.591424,-0.3462744,1.365408,2.53949,-0.5250958,1.129427,2.637677,-0.5557559,0.8640428,2.719485,-0.4966817,0.6475993,2.609889,-0.4949429,0.5971389,2.582124,-0.1943326,1.131316,2.637242,-0.08589084,0.8918506,2.769553,-0.1054432,0.6457664,2.69611,-0.1477757,0.588442,2.680578,-0.4516366,0.6645364,2.84145,-0.4944998,0.3840669,2.509562,-0.4955143,-0.141582,2.491718,-0.4624384,-0.1410271,2.413525,-0.2856679,0.6756089,2.870716,-0.2272389,0.385078,2.549633,-0.2408764,-0.138495,2.53028,-0.2305888,-0.1187544,2.415719,-0.3560808,1.143039,2.633436,-0.5051402,0.5265073,2.53686,-0.530085,0.6006769,2.572415,-0.1671462,0.5103953,2.649126,-0.1801517,0.7826989,2.615649,1
2019-12-10 22:29:27:025,-0.3747062,0.6563177,2.893726,-0.3653156,0.9301088,2.748186,-0.353839,1.198744,2.588561,-0.3453762,1.355774,2.534917,-0.5273403,1.111337,2.635301,-0.5569509,0.8597589,2.721827,-0.4963552,0.6449032,2.609797,-0.4937955,0.5968289,2.583171,-0.1946743,1.121488,2.633363,-0.08642685,0.8858938,2.772039,-0.1055599,0.6451427,2.697934,-0.1461843,0.5872928,2.681381,-0.4530063,0.6555395,2.841841,-0.4934543,0.3855801,2.506147,-0.5077584,-0.1428567,2.440224,-0.5012018,-0.1272844,2.314333,-0.2869095,0.6682445,2.872116,-0.2283907,0.3852575,2.550035,-0.1993613,-0.1023844,2.577549,-0.2247666,-0.1014067,2.432375,-0.357078,1.132316,2.631,-0.5056555,0.5277593,2.535282,-0.5291135,0.5952558,2.568896,-0.1646068,0.5097736,2.651846,-0.1790771,0.7836014,2.61834,1
2019-12-10 22:29:27:060,-0.37353,0.6458766,2.892551,-0.3650918,0.9164963,2.746468,-0.354871,1.182245,2.586686,-0.3458781,1.340994,2.531861,-0.5273224,1.100692,2.634485,-0.558784,0.8560424,2.723926,-0.4907466,0.6193542,2.591694,-0.4906755,0.5731994,2.569989,-0.194897,1.115548,2.631665,-0.0840894,0.8776549,2.774706,-0.1047849,0.6419063,2.702467,-0.1459015,0.5833229,2.687628,-0.4507664,0.642345,2.839041,-0.4946943,0.3887464,2.495596,-0.5121095,-0.1439865,2.484369,-0.4654472,-0.138013,2.405564,-0.2866115,0.6603451,2.87239,-0.2291617,0.3846363,2.549201,-0.192861,-0.131379,2.529713,-0.2288434,-0.1193141,2.404472,-0.3577699,1.116515,2.629113,-0.5019344,0.5025789,2.513605,-0.5243993,0.5903961,2.557677,-0.1633328,0.5023002,2.655807,-0.1782177,0.7813639,2.621563,1
