2019-12-23 17:48:37:567, no_human
2019-12-23 17:49:07:729,-0.7745287,1.853801,0.4679576,-0.7778079,1.458664,0.4639897,-0.7684644,1.088503,0.483582,-0.862133,0.9634604,0.4794549,-0.6754314,1.276399,0.5909117,-0.7791662,1.542545,0.6856517,-0.9080489,1.759364,0.7554324,-0.9404055,1.824139,0.7915323,-0.9030479,1.259753,0.389842,-0.8845363,1.550792,0.6102384,-0.9422075,1.864681,0.7697344,-0.9789277,1.894467,0.7663134,-0.6958749,1.842602,0.5445281,-0.7102419,2.262749,0.5474262,-0.6726144,2.373758,0.45214,-0.7253327,2.409762,0.4501614,-0.8210342,1.855667,0.4741361,-0.7383226,2.365317,0.5936729,-0.6862003,2.751248,0.6657823,-0.7512403,2.733731,0.7862992,-0.7714566,1.177857,0.4750394,-0.9833546,1.896736,0.773378,-0.9187119,1.861592,0.7857826,-0.9969771,1.906799,0.7618216,-0.9728841,2.003492,1.0862,
2019-12-23 17:49:07:767,-0.7791347,1.852911,0.4733612,-0.7840123,1.457468,0.4707975,-0.7795203,1.087787,0.4887678,-0.8783611,0.9665994,0.4853334,-0.6858892,1.274714,0.5947897,-0.7809813,1.541537,0.6858866,-0.9373415,1.732848,0.772201,-0.9458732,1.808607,0.790564,-0.9140223,1.259053,0.3950158,-0.8940201,1.548717,0.6171226,-0.9507138,1.856068,0.7899191,-0.9817619,1.894298,0.7689839,-0.6992655,1.841405,0.5483239,-0.7161328,2.261141,0.5493031,-0.4785943,2.638869,0.5536531,-0.4588249,2.661951,0.6994776,-0.8267929,1.855281,0.4811769,-0.7391151,2.365187,0.5935511,-0.6835009,2.751407,0.6619884,-0.7481235,2.735384,0.7812162,-0.7815353,1.176876,0.4815102,-0.9868186,1.897023,0.7737984,-0.9378654,1.765743,0.7266667,-0.9974387,1.903127,0.765834,-0.9923986,2.005185,1.083322,
2019-12-23 17:49:07:816,-0.8009333,1.853826,0.47763,-0.8036998,1.4572,0.4782016,-0.8029209,1.087645,0.4964544,-0.9045255,0.9701753,0.4973723,-0.7044902,1.274833,0.5985821,-0.8167281,1.533164,0.6970376,-0.9498497,1.747194,0.7660244,-0.9572389,1.793523,0.7885057,-0.9372457,1.258916,0.4026919,-0.904524,1.546571,0.6259912,-0.9536306,1.804876,0.7996382,-0.9628713,1.82952,0.7900564,-0.7207497,1.840167,0.550472,-0.7302127,2.260648,0.5525462,-0.47143,2.648551,0.6954706,-0.503799,2.582758,0.8566805,-0.8482504,1.858075,0.4867855,-0.8470799,2.281136,0.5481634,-0.6689785,2.521929,0.2975488,-0.6708977,2.570286,0.3181679,-0.8037533,1.176559,0.4896056,-0.9772512,1.884153,0.7879493,-0.9425787,1.75572,0.7465001,-0.9810886,1.892289,0.7746356,-0.9654069,1.953473,1.0978,
2019-12-23 17:49:07:854,-0.8075726,1.854733,0.4807485,-0.8146983,1.458852,0.4819503,-0.8155533,1.08968,0.49957,-0.9158822,0.9708595,0.500519,-0.7154176,1.275465,0.599526,-0.8257565,1.531571,0.7001497,-0.9701844,1.734468,0.7796426,-0.9665525,1.80273,0.7862751,-0.9497773,1.26094,0.4058159,-0.9173562,1.547769,0.6301996,-0.9575024,1.808616,0.7984151,-0.9696969,1.831805,0.7892558,-0.7261553,1.840334,0.5530658,-0.7330869,2.260876,0.5543476,-0.4646392,2.651865,0.6988962,-0.495751,2.583581,0.8482484,-0.8554693,1.859808,0.4901614,-0.8785,2.280727,0.5342246,-0.6669653,2.520605,0.2875666,-0.6793519,2.571122,0.3183113,-0.8162907,1.178557,0.4929795,-0.9692664,1.870006,0.7944582,-0.9641099,1.764653,0.7496668,-0.9863857,1.897818,0.7719545,-0.9806182,1.992531,1.103,
2019-12-23 17:49:07:896,-0.8093048,1.85452,0.4817207,-0.8212609,1.459065,0.4836834,-0.8289977,1.090752,0.5017602,-0.9356809,0.9759896,0.5006917,-0.7285187,1.27575,0.5996879,-0.8399218,1.531339,0.7045475,-0.9708927,1.744379,0.7813647,-0.9742727,1.790223,0.783775,-0.963116,1.261995,0.4080107,-0.9215364,1.547809,0.6322172,-0.9651411,1.811895,0.7953584,-0.9785831,1.825975,0.7836152,-0.7277603,1.83998,0.5547252,-0.7355442,2.26051,0.5561987,-0.4643576,2.64866,0.6895911,-0.4907387,2.587038,0.8385298,-0.8572696,1.859713,0.4905333,-0.8843148,2.280159,0.5345983,-0.6840174,2.510569,0.2576337,-0.7088732,2.561153,0.3114539,-0.8278399,1.179388,0.4950859,-0.9742662,1.859354,0.7975219,-0.9736518,1.765992,0.7630001,-0.9907864,1.889529,0.7748124,-0.9842566,1.9886,1.1095,
2019-12-23 17:49:07:931,-0.8171373,1.857652,0.4890376,-0.833357,1.46124,0.4879925,-0.8441757,1.091644,0.5024729,-0.9494281,0.976041,0.5030033,-0.7421632,1.277358,0.6008675,-0.8523713,1.53036,0.7080269,-0.9832925,1.742195,0.7884638,-0.984052,1.777216,0.7767741,-0.9781749,1.262856,0.4087307,-0.9285643,1.547269,0.6331024,-0.971104,1.813938,0.793498,-0.9859451,1.800652,0.77722,-0.7333309,1.840098,0.5612021,-0.7385775,2.26033,0.5592303,-0.4678949,2.649619,0.6868659,-0.4939379,2.59182,0.8355979,-0.8673535,1.866574,0.4986646,-0.8873742,2.287302,0.5364795,-0.7039551,2.49312,0.2644874,-0.7209442,2.553544,0.3105301,-0.8423773,1.180652,0.4967703,-0.9765074,1.816168,0.7952271,-0.9791211,1.772598,0.7781429,-0.9636198,1.822899,0.8117272,-0.9771877,1.892754,1.1214,
2019-12-23 17:49:07:965,-0.8374565,1.860699,0.4999816,-0.8576703,1.463758,0.4924195,-0.8718355,1.093681,0.4996937,-0.9788827,0.9827609,0.5061426,-0.7663661,1.277973,0.5974978,-0.8786862,1.532305,0.7126301,-0.9785777,1.756752,0.813083,-1.011891,1.826367,0.8407519,-1.005617,1.26481,0.4059759,-0.9479049,1.537261,0.642996,-0.9231773,1.877218,0.6923116,-0.8764832,1.960768,0.6143758,-0.7524344,1.840727,0.5740352,-0.7475576,2.260349,0.564433,-0.4875104,2.654735,0.6917521,-0.5153015,2.601391,0.8416476,-0.8868441,1.871133,0.5067965,-0.9389151,2.28619,0.5320353,-0.7848309,2.467394,0.2522954,-0.7929688,2.53374,0.2980079,-0.8692258,1.182821,0.4958807,-1.016412,1.83661,0.8364506,-1.006616,1.834864,0.8492775,-0.8700018,2.012469,0.6220396,-0.8862629,2.108705,0.943,
2019-12-23 17:49:08:010,-0.8743716,1.871306,0.4962551,-0.8835048,1.468968,0.4871872,-0.8864852,1.094631,0.4948108,-0.9916778,0.9841584,0.5046758,-0.7807459,1.278227,0.594413,-0.8892745,1.531176,0.7136969,-1.008989,1.755064,0.7728549,-1.051112,1.829008,0.7885595,-1.020153,1.265695,0.4011132,-0.9586883,1.526549,0.6499962,-1.002168,1.786029,0.8004373,-1.019017,1.872063,0.8467261,-0.7908568,1.848218,0.5704287,-0.7500595,2.268551,0.5672514,-0.494909,2.655429,0.7024643,-0.521376,2.604688,0.8601629,-0.9206373,1.884099,0.5020148,-0.9387251,2.303877,0.5353526,-0.7828875,2.469174,0.2523984,-0.7903283,2.535915,0.3017356,-0.8865429,1.184682,0.4907345,-1.055634,1.839283,0.7842626,-1.04584,1.83759,0.7970976,-1.01054,1.92447,0.8532159,-0.9895028,1.928426,1.210573,
2019-12-23 17:49:08:044,-0.8755654,1.872186,0.4962128,-0.8897973,1.470615,0.4855052,-0.9002749,1.095964,0.4895603,-1.007141,0.9875959,0.5003665,-0.7946121,1.278414,0.5904862,-0.9006835,1.527614,0.7143977,-1.009072,1.75873,0.7673498,-1.047457,1.835072,0.7810069,-1.033836,1.266962,0.3958849,-0.9677316,1.521412,0.6501513,-1.010523,1.778964,0.8027152,-1.027169,1.864344,0.8497238,-0.7918599,1.848717,0.5705097,-0.764782,2.269994,0.5721931,-0.4588126,2.62713,0.6330085,-0.4475118,2.590839,0.7870186,-0.9219528,1.885402,0.5017723,-0.9394531,2.305383,0.5397533,-0.7854626,2.475786,0.2665313,-0.7886184,2.54347,0.3090245,-0.898447,1.186271,0.4865164,-1.052039,1.845293,0.776749,-1.042321,1.843532,0.7896326,-1.018623,1.91683,0.8561679,-0.9974917,1.920887,1.213475,
2019-12-23 17:49:08:084,-0.8917465,1.876958,0.4978243,-0.9081773,1.473672,0.4832076,-0.916398,1.096729,0.4842519,-1.028024,0.9881186,0.4881114,-0.8088964,1.278576,0.5860566,-0.9123583,1.526341,0.71246,-1.016842,1.760231,0.7595403,-1.053957,1.837491,0.7712526,-1.049838,1.267655,0.3905941,-0.9766098,1.517766,0.6471885,-0.8913294,1.781414,0.6841099,-0.8598536,1.85935,0.6604994,-0.808803,1.851962,0.5718871,-0.7862815,2.273395,0.575892,-0.459469,2.605443,0.6283601,-0.436661,2.562758,0.7863964,-0.9365414,1.891363,0.5032147,-0.9469011,2.311915,0.5475029,-0.8336699,2.477032,0.2680512,-0.8306965,2.544399,0.3078765,-0.9154437,1.187615,0.4818234,-1.0594,1.846936,0.7673989,-1.048833,1.845926,0.7798849,-0.8183094,1.956394,0.6683225,-0.7890693,1.926247,1.005391,
2019-12-23 17:49:08:117,-0.9052982,1.877075,0.4983484,-0.9244522,1.472178,0.4804768,-0.935919,1.093335,0.477544,-1.045125,0.9841777,0.484789,-0.8253295,1.276672,0.5811707,-0.924608,1.517691,0.7098193,-1.02646,1.753323,0.7532863,-1.062727,1.831137,0.7638115,-1.069225,1.264187,0.3838825,-0.9885272,1.510616,0.6417647,-0.8734676,1.84629,0.669969,-0.8424871,1.953681,0.6448516,-0.8214062,1.851633,0.5724886,-0.8001527,2.27328,0.5782335,-0.4639266,2.597351,0.6121241,-0.4298035,2.55714,0.766722,-0.9502557,1.891983,0.5033326,-0.9483807,2.313429,0.5520379,-0.8421206,2.476126,0.2711738,-0.8355721,2.543633,0.3097468,-0.9341266,1.184756,0.4762095,-1.066851,1.842644,0.7615877,-1.057551,1.839728,0.7724242,-0.8042505,2.050112,0.6482951,-0.7754406,1.99306,0.9829047,
2019-12-23 17:49:08:158,-0.9131308,1.873533,0.5009052,-0.936062,1.467997,0.4795795,-0.9522112,1.088722,0.4719996,-1.064511,0.9811919,0.4775227,-0.8394903,1.273588,0.5749514,-0.9345673,1.507188,0.7076822,-1.035947,1.743316,0.7492004,-1.072078,1.821264,0.7590918,-1.085411,1.259517,0.3783242,-0.9992909,1.503775,0.6364896,-0.8899497,1.839971,0.6750886,-0.8620861,1.946888,0.6493017,-0.8289204,1.848053,0.5763703,-0.8250208,2.269191,0.5809124,-0.477384,2.58433,0.5996037,-0.4351621,2.539274,0.750753,-0.9581456,1.888592,0.5044743,-0.9571996,2.310027,0.5648798,-0.8520081,2.474566,0.2764758,-0.8428028,2.542367,0.3141882,-0.9492152,1.180233,0.4719478,-1.076603,1.83164,0.7548081,-1.066812,1.83008,0.7676625,-0.831233,2.045021,0.6583487,-0.7939685,1.988214,0.9894809,
2019-12-23 17:49:08:194,-0.9252565,1.869072,0.50074,-0.9527391,1.462835,0.4750478,-0.9719523,1.083423,0.4631332,-1.083603,0.9810537,0.4771938,-0.8548577,1.2689,0.5668822,-0.9603945,1.522849,0.7002668,-1.061575,1.758839,0.7403217,-1.097701,1.836798,0.7497409,-1.105026,1.254137,0.3694481,-1.012772,1.497121,0.6266494,-0.9063545,1.834144,0.6713395,-0.8792292,1.941909,0.6508757,-0.8402086,1.843022,0.5758213,-0.8541408,2.263668,0.5857292,-0.496966,2.575063,0.5903649,-0.4470268,2.521863,0.7358641,-0.970384,1.885062,0.5044016,-0.9614264,2.30689,0.5693423,-0.9670275,2.786455,0.6014274,-1.028759,2.772415,0.7296323,-0.968346,1.174956,0.4641014,-1.102126,1.847049,0.7453666,-1.09221,1.845338,0.7581052,-0.8451818,2.037992,0.6574165,-0.8112909,1.990321,0.9495262,
2019-12-23 17:49:08:232,-0.9419106,1.866297,0.5024794,-0.968491,1.4595,0.4723592,-0.9869889,1.079357,0.4567137,-1.101652,0.9801314,0.4708923,-0.8759035,1.262725,0.5655062,-0.9680704,1.519308,0.7015107,-1.068975,1.755428,0.7414067,-1.10503,1.83342,0.7507867,-1.119969,1.25001,0.3630198,-1.025279,1.511206,0.600575,-0.9098716,1.841601,0.6697584,-0.8885077,1.943503,0.6509209,-0.8573678,1.839769,0.5754046,-0.8706909,2.261202,0.5918034,-0.508196,2.578255,0.5829074,-0.4505138,2.525877,0.7164055,-0.9859126,1.882914,0.5078078,-0.9582747,2.305063,0.5762723,-0.9481869,2.786352,0.6227415,-1.006882,2.771906,0.7400435,-0.9835129,1.171118,0.4585945,-1.109407,1.843705,0.7463787,-1.09943,1.842036,0.7590753,-0.8656141,2.038152,0.6667516,-0.8217906,2.024382,0.9399583,
2019-12-23 17:49:08:264,-0.9689299,1.863654,0.4974043,-0.9990363,1.456484,0.4631161,-1.019812,1.075808,0.4437887,-1.125497,0.9781187,0.4704685,-0.8979014,1.264159,0.5467231,-0.996821,1.509704,0.6972511,-1.097472,1.745849,0.73689,-1.133509,1.823828,0.7462226,-1.152581,1.246324,0.3500976,-1.055518,1.504567,0.5898303,-0.973125,1.772815,0.680711,-0.9522629,1.855653,0.6656637,-0.8795666,1.836462,0.5700549,-0.9305145,2.254374,0.6182185,-0.9954772,2.710866,0.6350611,-1.063383,2.710064,0.7571495,-1.01655,1.88139,0.5025045,-0.9211203,2.331523,0.6419335,-0.8487376,2.763673,0.7536407,-0.9008685,2.739426,0.8740251,-1.015872,1.167734,0.4465516,-1.137743,1.834215,0.7417117,-1.127584,1.832679,0.7542803,-0.9223972,1.951839,0.6907324,-0.8818375,1.915954,0.99975,
2019-12-23 17:49:08:302,-0.9689299,1.863654,0.4974043,-0.9990363,1.456484,0.4631161,-1.019812,1.075808,0.4437887,-1.125497,0.9781187,0.4704685,-0.8979014,1.264159,0.5467231,-0.996821,1.509704,0.6972511,-1.097472,1.745849,0.73689,-1.133509,1.823828,0.7462226,-1.152581,1.246324,0.3500976,-1.055518,1.504567,0.5898303,-0.973125,1.772815,0.680711,-0.9522629,1.855653,0.6656637,-0.8795666,1.836462,0.5700549,-0.9305145,2.254374,0.6182185,-0.9954772,2.710866,0.6350611,-1.063383,2.710064,0.7571495,-1.01655,1.88139,0.5025045,-0.9211203,2.331523,0.6419335,-0.8487376,2.763673,0.7536407,-0.9008685,2.739426,0.8740251,-1.015872,1.167734,0.4465516,-1.137743,1.834215,0.7417117,-1.127584,1.832679,0.7542803,-0.9223972,1.951839,0.6907324,-0.8818375,1.915954,0.99975,
2019-12-23 17:49:08:335,-1.004014,1.867005,0.5015822,-1.028864,1.459146,0.4595979,-1.050683,1.075003,0.4335435,-1.168184,0.9794723,0.4493958,-0.9266421,1.262788,0.5355611,-1.035051,1.521104,0.6707255,-1.055025,1.779363,0.6556057,-1.011751,1.850843,0.668605,-1.183255,1.245393,0.3398589,-1.07558,1.498478,0.5805355,-0.9829552,1.768525,0.675374,-0.970982,1.853247,0.6605549,-0.9204651,1.829493,0.5769021,-1.006501,2.238751,0.6515884,-1.119069,2.697912,0.696514,-1.174901,2.678132,0.8192595,-1.053975,1.877723,0.5077154,-0.9484691,2.323177,0.6712282,-0.8661193,2.74711,0.8084674,-0.9176491,2.718579,0.9258038,-1.046114,1.167657,0.4380879,-1.05279,1.946748,0.6745569,-1.055293,1.820877,0.6780589,-0.9515097,1.94268,0.692425,-0.8980229,1.91624,0.9789019,
2019-12-23 17:49:08:370,-1.004322,1.87819,0.4989451,-1.033464,1.463154,0.4568533,-1.058474,1.075513,0.4292967,-1.181871,0.9860481,0.443397,-0.9378797,1.261424,0.5330157,-1.044866,1.520675,0.6601909,-1.062768,1.779908,0.6538097,-1.012001,1.846126,0.67078,-1.190997,1.245861,0.3356212,-1.073847,1.473307,0.59675,-0.9871202,1.766572,0.6720237,-0.9764876,1.860603,0.6561806,-0.9090753,1.867757,0.5331159,-1.058805,2.319365,0.7059575,-1.20363,2.706087,0.8252568,-1.237216,2.654251,0.9375181,-1.056074,1.896854,0.5278216,-0.9306327,2.374043,0.678946,-0.8419059,2.764772,0.7893339,-0.8953934,2.74476,0.9085459,-1.05314,1.169194,0.4342259,-1.037091,1.939861,0.7012169,-1.048025,1.821332,0.6865264,-0.9544291,1.948594,0.6823481,-0.9060037,1.89757,0.9589396,
2019-12-23 17:49:08:408,-1.006989,1.88225,0.490297,-1.044164,1.465008,0.4496443,-1.077392,1.073858,0.4239957,-1.190718,0.982198,0.4493768,-0.9489816,1.260371,0.5272827,-1.0637,1.518922,0.6328307,-1.065286,1.778984,0.6662374,-1.031784,1.840843,0.6739491,-1.209799,1.244138,0.330314,-1.080194,1.468976,0.5877773,-1.019339,1.811071,0.6660452,-0.9973892,1.917335,0.6771794,-0.9104442,1.866916,0.528387,-1.094364,2.300842,0.711898,-1.270172,2.67384,0.8453749,-1.296163,2.621833,0.9512038,-1.058129,1.897402,0.5251879,-0.9381708,2.302806,0.6464892,-0.8238555,2.757627,0.7562103,-0.8758355,2.749877,0.879698,-1.070044,1.168554,0.4282672,-1.037297,1.943971,0.70888,-1.048902,1.810298,0.690154,-0.9864064,2.004792,0.7057452,-0.9359858,2.014716,1.002667,
2019-12-23 17:49:08:447,-1.011225,1.88147,0.480676,-1.053194,1.464265,0.4431438,-1.0883,1.073202,0.4206813,-1.207619,0.9861065,0.4435378,-0.9603389,1.258075,0.5208867,-1.067588,1.442163,0.6891528,-1.058331,1.794754,0.6739652,-1.009971,1.892723,0.6736336,-1.220641,1.243441,0.3269975,-1.084926,1.466943,0.5824586,-1.009124,1.809532,0.6421636,-0.9751551,1.871636,0.6227677,-0.9135208,1.863019,0.5211428,-1.117875,2.288856,0.6971745,-1.310575,2.653294,0.8234519,-1.33472,2.604759,0.9303517,-1.064578,1.895418,0.5151145,-0.939485,2.298505,0.6420198,-0.8157056,2.757083,0.7583519,-0.8704993,2.743063,0.882121,-1.080704,1.167828,0.424185,-1.007708,1.985694,0.7110588,-1.027381,1.914628,0.720059,-0.96885,1.969731,0.6170661,-0.9200128,1.936719,0.8856342,
2019-12-23 17:49:08:485,-1.016488,1.884459,0.4223768,-1.064168,1.465193,0.4203253,-1.097927,1.072698,0.4177907,-1.217807,0.9864461,0.4409984,-0.9727052,1.254302,0.5189374,-1.067912,1.444015,0.6888079,-1.088935,1.691494,0.6212432,-1.021784,1.762928,0.651194,-1.230211,1.2429,0.3241052,-1.092149,1.46801,0.5768623,-1.01366,1.809585,0.6392031,-0.9851596,1.866947,0.6165338,-0.9209471,1.856791,0.4684183,-1.128212,2.245437,0.7321113,-1.333989,2.590643,0.9464099,-1.341774,2.534617,1.031972,-1.069792,1.901944,0.4539232,-1.054558,2.319329,0.4483864,-1.054402,2.788413,0.4113726,-1.116323,2.796166,0.5294916,-1.090409,1.167562,0.418091,-1.019091,1.820246,0.6697649,-1.046445,1.810877,0.693,-0.985727,1.960974,0.6239943,-0.9315708,1.942766,0.8787501,
2019-12-23 17:49:08:519,-1.016649,1.875232,0.4000034,-1.069689,1.461786,0.4047595,-1.107449,1.072464,0.4149485,-1.220853,0.9834988,0.4434062,-0.9823187,1.251809,0.5117114,-1.072527,1.449273,0.6751459,-1.037325,1.756838,0.6530332,-1.017406,1.845977,0.6453753,-1.239676,1.24263,0.3212621,-1.125393,1.508152,0.5445454,-1.023121,1.838817,0.6297714,-1.00146,1.823699,0.6253727,-0.9183408,1.851987,0.447766,-1.12943,2.231588,0.7237006,-1.34175,2.572332,0.9574862,-1.344008,2.516049,1.033578,-1.073644,1.888061,0.4293427,-1.051622,2.292879,0.3621959,-1.047025,2.742996,0.2539178,-1.107806,2.769295,0.3713068,-1.099266,1.166772,0.4119956,-1.001159,1.946184,0.6370044,-1.040896,1.854901,0.7001666,-0.9890695,1.898025,0.6192449,-0.9512795,1.931214,0.92048,
2019-12-23 17:49:08:553,-1.020612,1.873259,0.3984901,-1.075079,1.460585,0.4009232,-1.11627,1.072599,0.4117593,-1.233891,0.9853776,0.4372839,-0.9906968,1.248907,0.503869,-1.081423,1.460155,0.6471649,-1.044435,1.757506,0.6542122,-1.020244,1.847344,0.6346655,-1.248444,1.242728,0.3180751,-1.128189,1.512775,0.5325179,-1.0629,1.84494,0.6440322,-1.027612,1.947549,0.6448366,-0.9214027,1.850146,0.4463328,-1.142534,2.227718,0.714756,-1.363132,2.56689,0.9475926,-1.36394,2.511041,1.019419,-1.078066,1.886463,0.4280296,-1.05936,2.296216,0.3796143,-1.060089,2.749457,0.2878826,-1.116944,2.77422,0.4121583,-1.107548,1.166495,0.4078069,-1.01312,1.939776,0.6388214,-1.033482,1.906357,0.70604,-1.037311,2.042951,0.677824,-0.9930624,2.05791,0.9322368,
2019-12-23 17:49:08:589,-1.029249,1.866705,0.3833067,-1.082189,1.458021,0.3924643,-1.122712,1.072317,0.4098992,-1.240481,0.9853372,0.4356473,-0.9979888,1.247582,0.4971212,-1.064546,1.58932,0.5870073,-1.056395,1.841401,0.663491,-1.041665,1.911172,0.6577728,-1.254848,1.242421,0.3162133,-1.130539,1.510894,0.5303368,-1.066092,1.84334,0.6414099,-1.041585,1.937053,0.6546366,-0.9271311,1.842577,0.4313055,-1.174177,2.204354,0.696201,-1.413631,2.533488,0.9267319,-1.41399,2.477208,0.998135,-1.089643,1.881701,0.4129439,-1.058119,2.296754,0.3884408,-1.043248,2.766909,0.3258939,-1.098343,2.778307,0.4505448,-1.114054,1.165775,0.4043555,-1.047988,2.011355,0.6863663,-1.043429,1.885724,0.6958078,-1.052449,2.035777,0.6839281,-1.018672,2.050874,0.965222,
2019-12-23 17:49:08:623,-1.03431,1.863951,0.3811805,-1.087855,1.456528,0.3892363,-1.129308,1.072537,0.4076237,-1.24756,0.9858738,0.4332412,-1.003463,1.246746,0.4909356,-1.0644,1.588881,0.5862102,-1.057105,1.84093,0.662831,-1.04961,1.907061,0.6497003,-1.261405,1.242614,0.3139392,-1.133185,1.509329,0.5279666,-1.072758,1.842105,0.6401607,-1.04417,1.824513,0.6363985,-0.9315018,1.839148,0.427993,-1.183191,2.203654,0.6817555,-1.425441,2.534869,0.8985661,-1.426142,2.479109,0.9759298,-1.095273,1.879719,0.4119083,-1.071666,2.297742,0.4067767,-1.066027,2.77448,0.3662096,-1.118589,2.778452,0.4920629,-1.120514,1.165535,0.4015084,-1.055491,2.013041,0.6797958,-1.048838,1.907445,0.6916364,-1.042907,1.917488,0.6676136,-1.010812,1.9403,0.9510833,
2019-12-23 17:49:08:659,-1.045186,1.861682,0.3716624,-1.096164,1.455545,0.3828858,-1.135569,1.072517,0.4051704,-1.254197,0.9860891,0.4306943,-1.011775,1.248061,0.4851734,-1.06432,1.588393,0.5848404,-1.059201,1.84073,0.6603246,-1.058173,1.902447,0.6408045,-1.26763,1.242567,0.311487,-1.136248,1.507674,0.5256043,-1.075638,1.840465,0.6376234,-1.049803,1.823221,0.6288331,-0.9414564,1.836827,0.4186996,-1.188454,2.203474,0.674171,-1.425986,2.53649,0.8883179,-1.427443,2.481148,0.9702127,-1.10651,1.877845,0.402351,-1.076377,2.297295,0.4094897,-1.064422,2.775177,0.3821303,-1.11466,2.778532,0.5095819,-1.127268,1.165303,0.3980193,-1.058633,2.013725,0.6722485,-1.048662,1.874062,0.6826668,-1.054057,1.921984,0.662898,-1.0203,1.948913,0.9454,
2019-12-23 17:49:08:697,-1.060658,1.862391,0.3388229,-1.106047,1.455386,0.3695479,-1.141178,1.072005,0.4034064,-1.260042,0.9857101,0.4289346,-1.017063,1.251311,0.481811,-1.064878,1.587364,0.5827376,-1.063081,1.84059,0.6544526,-1.065818,1.901841,0.6325819,-1.273208,1.242034,0.3097206,-1.139694,1.506368,0.5234731,-1.080045,1.839951,0.6333907,-1.056492,1.82097,0.6225155,-0.9564642,1.837694,0.3871147,-1.190687,2.197806,0.6679291,-1.418207,2.527046,0.9016678,-1.418253,2.472619,0.9840752,-1.122559,1.878587,0.3682628,-1.098469,2.297007,0.3686665,-1.092689,2.775316,0.335406,-1.142978,2.779437,0.4606673,-1.133707,1.164824,0.3941272,-1.066735,2.007914,0.6660076,-1.053958,1.88447,0.679,-1.061467,1.922297,0.6632945,-1.023158,1.944271,0.9414583,
2019-12-23 17:49:08:733,-1.066977,1.868137,0.3165187,-1.112453,1.458815,0.357606,-1.145125,1.073017,0.4027186,-1.264221,0.9868359,0.428237,-1.039886,1.302768,0.4779164,-1.069838,1.577116,0.5741059,-1.067552,1.83055,0.6451749,-1.073485,1.890316,0.6171923,-1.277129,1.24303,0.3090354,-1.144166,1.495833,0.5367931,-1.043713,1.833338,0.5857182,-1.053787,1.912708,0.5813735,-0.9626984,1.8432,0.3689565,-1.239192,2.194824,0.6076174,-1.50101,2.518038,0.8036655,-1.504308,2.467275,0.8868074,-1.129143,1.884351,0.3414862,-1.101603,2.305163,0.3772631,-1.091283,2.790723,0.3838959,-1.144131,2.786935,0.506136,-1.138265,1.166253,0.3912643,-1.074614,1.999166,0.6539482,-1.061654,1.921222,0.6736001,-1.051753,1.976743,0.5889266,-1.008883,1.989387,0.8891579,
2019-12-23 17:49:08:773,-1.081551,1.862822,0.2937494,-1.124982,1.457628,0.342671,-1.155509,1.074101,0.4001536,-1.275008,0.9881019,0.4257357,-1.046457,1.303379,0.4766026,-1.076899,1.561089,0.5614664,-1.030123,1.806622,0.496765,-1.049621,1.848585,0.4886925,-1.28745,1.244073,0.3064726,-1.126,1.439141,0.5702415,-1.049145,1.763857,0.5922387,-1.064895,1.850522,0.5690674,-0.9792303,1.840366,0.3618539,-1.221915,2.242859,0.536281,-1.454335,2.604355,0.6724865,-1.465239,2.558691,0.7667679,-1.139893,1.874721,0.2982728,-1.132586,2.295298,0.356069,-1.143361,2.784425,0.3881159,-1.195771,2.77433,0.5087559,-1.149522,1.167004,0.3849583,-1.061082,1.90178,0.4591121,-1.033059,1.864236,0.565375,-1.0641,1.951484,0.5832776,-1.031463,1.95511,0.8604544,
2019-12-23 17:49:08:819,-1.088618,1.863715,0.2902319,-1.131893,1.458256,0.3394276,-1.162756,1.074536,0.3990863,-1.282475,0.9886216,0.4247542,-1.052561,1.303133,0.4754779,-1.079837,1.558507,0.5572868,-1.060956,1.82637,0.5315247,-1.067503,1.879872,0.5520732,-1.294654,1.244484,0.3054031,-1.12795,1.437745,0.5672995,-1.050288,1.763272,0.5903665,-1.072798,1.839986,0.5755306,-0.9881567,1.840991,0.3567659,-1.230692,2.244031,0.5289051,-1.45778,2.604255,0.6539415,-1.473848,2.560769,0.7577555,-1.146019,1.876621,0.2976808,-1.135718,2.297273,0.3549626,-1.144043,2.788166,0.388416,-1.195398,2.776854,0.5073087,-1.156731,1.167498,0.3829013,-1.084821,1.962294,0.5385283,-1.064812,1.865273,0.6095238,-1.063502,1.897649,0.5746612,-1.039417,1.932061,0.8894999,
2019-12-23 17:49:08:858,-1.09339,1.860698,0.2878587,-1.136246,1.457098,0.3373069,-1.167246,1.074916,0.3979732,-1.2871,0.9890651,0.423681,-1.062031,1.27944,0.4677535,-1.084138,1.592289,0.5483643,-1.089507,1.870937,0.5770079,-1.100246,1.937636,0.5614765,-1.299117,1.244847,0.3042902,-1.131335,1.438702,0.5650515,-1.054462,1.763214,0.5867985,-1.079983,1.841881,0.5602655,-0.9929157,1.838578,0.3515711,-1.234641,2.242891,0.5210784,-1.459803,2.60355,0.641836,-1.47584,2.560945,0.7492531,-1.151572,1.873346,0.2988085,-1.114636,2.259134,0.5131721,-1.09102,2.729597,0.7311361,-1.135905,2.687003,0.8414367,-1.161167,1.167519,0.3813285,-1.134482,2.056136,0.5783822,-1.093315,1.897573,0.6258236,-1.082935,1.906183,0.581964,-1.04339,1.904703,0.8356665,
