2019-12-23 18:20:45:489,0.2492989,0.8106506,3.554076,0.2457317,1.133486,3.599338,0.2418291,1.449177,3.630016,0.2657814,1.586794,3.664394,0.07354398,1.33958,3.599982,0.008936068,1.061619,3.574686,0.01542,0.8141379,3.478166,0.02971071,0.7627039,3.468901,0.4285254,1.305593,3.574838,0.4893337,1.049698,3.576513,0.4687893,0.8036058,3.476323,0.4418679,0.7465923,3.462631,0.1638197,0.8167468,3.520788,0.1513315,0.4863341,3.536507,0.1378233,0.1820663,3.577114,0.1644145,0.1531055,3.47434,0.3292205,0.8112987,3.507437,0.3568571,0.4541172,3.5293,0.3592574,0.1228442,3.557438,0.3507293,0.1106388,3.420555,0.2429421,1.371193,3.62498,0.03171141,0.6952003,3.464372,0.07718176,0.77536,3.443893,0.4366933,0.65754,3.460107,0.4009661,0.9519581,3.441089
2019-12-23 18:20:45:523,0.2491764,0.8106771,3.553781,0.2455837,1.1335,3.599041,0.2416287,1.4492,3.629787,0.2657717,1.586742,3.664452,0.0734814,1.339638,3.599961,0.009755068,1.063705,3.573737,0.01527224,0.8144279,3.477578,0.02722398,0.76307,3.468123,0.4286958,1.305422,3.574299,0.4892265,1.049497,3.576309,0.4688909,0.8034445,3.476034,0.4415339,0.7486708,3.462933,0.1636285,0.8169046,3.52032,0.1495035,0.4866442,3.536566,0.1378492,0.1805661,3.577332,0.1690456,0.1563916,3.473712,0.3291439,0.8112291,3.507269,0.3570827,0.4550704,3.529058,0.3587209,0.1226572,3.558071,0.3500763,0.1104715,3.421195,0.2427552,1.371213,3.624728,0.02509821,0.69376,3.468571,0.07744555,0.7670188,3.445715,0.440303,0.6586559,3.463772,0.400923,0.9503461,3.438519
2019-12-23 18:20:45:563,0.249163,0.8106551,3.553553,0.2455579,1.133507,3.598816,0.2415682,1.449247,3.629623,0.2658428,1.586896,3.663639,0.07357178,1.339695,3.599818,0.009857974,1.063818,3.57315,0.01537563,0.8152452,3.47693,0.02810221,0.7616362,3.467017,0.4289116,1.305304,3.573853,0.4890222,1.049312,3.576274,0.4689309,0.8034886,3.475504,0.4438614,0.7459177,3.4588,0.1635589,0.8169216,3.519661,0.1496662,0.4867342,3.536334,0.1378432,0.179074,3.57722,0.1726592,0.1551118,3.476558,0.3291487,0.8112009,3.507244,0.3570661,0.454082,3.529121,0.3586916,0.122407,3.558246,0.3499779,0.1102344,3.421376,0.2427035,1.371249,3.624546,0.02299954,0.6953753,3.460571,0.07766902,0.7644601,3.446962,0.4341738,0.6534449,3.455237,0.4006111,0.9566486,3.436447
2019-12-23 18:20:45:600,0.2492295,0.810383,3.552731,0.2455172,1.133439,3.598055,0.2413015,1.449503,3.628976,0.266382,1.586982,3.662168,0.07254875,1.340514,3.600051,0.009658524,1.065052,3.571679,0.01583237,0.8145576,3.4746,0.02796751,0.7635689,3.464816,0.4288613,1.305385,3.573061,0.4890637,1.048914,3.575266,0.4688619,0.8027875,3.474663,0.4446066,0.7452517,3.459964,0.1635958,0.8163607,3.518904,0.1493878,0.4862812,3.536044,0.1382839,0.1784226,3.576351,0.180806,0.1711521,3.467977,0.3292477,0.8111112,3.506447,0.3570032,0.4540856,3.52868,0.3585033,0.1223049,3.558176,0.3495744,0.1101383,3.42132,0.2425077,1.371406,3.623859,0.0297562,0.6949508,3.458401,0.08027468,0.7335619,3.440125,0.4446716,0.6580805,3.463434,0.4006535,0.9420972,3.437276
2019-12-23 18:20:45:641,0.2493399,0.8104765,3.552029,0.2455115,1.133418,3.597315,0.2411442,1.449381,3.628275,0.2668412,1.586978,3.661112,0.07345022,1.341072,3.598408,0.009557982,1.064649,3.570577,0.01566963,0.8142039,3.473923,0.02768415,0.7645651,3.463012,0.4288933,1.305417,3.572851,0.4889081,1.048045,3.574798,0.468824,0.8029745,3.473984,0.4419864,0.7481136,3.45717,0.163742,0.8165138,3.518121,0.1498116,0.4864689,3.535503,0.1381512,0.178701,3.576307,0.181438,0.168598,3.470188,0.3293206,0.8111274,3.505896,0.3568749,0.4553745,3.528174,0.3587706,0.122786,3.558199,0.3502478,0.1106194,3.421324,0.2423882,1.371309,3.623143,0.03356851,0.6973753,3.461969,0.07673486,0.7738317,3.438893,0.43683,0.6574017,3.461186,0.4008173,0.9458911,3.434667
2019-12-23 18:20:45:676,0.2498218,0.8108702,3.550864,0.2455054,1.134269,3.59628,0.2404953,1.450985,3.627257,0.2672256,1.587181,3.660082,0.0746549,1.341832,3.597097,0.00930061,1.063532,3.568991,0.0157313,0.8141545,3.473467,0.02906566,0.7606019,3.464716,0.4288897,1.305788,3.572273,0.4887646,1.048561,3.57377,0.4687352,0.8021697,3.4728,0.4430417,0.7453734,3.459126,0.1641863,0.8170301,3.517066,0.1502474,0.4869872,3.534497,0.1383194,0.1793339,3.576043,0.1783627,0.1674349,3.469041,0.3298221,0.8113496,3.504687,0.3568464,0.4571431,3.528065,0.3588498,0.1230213,3.558069,0.3505304,0.1108485,3.421185,0.2419283,1.372686,3.62212,0.03176262,0.685067,3.469963,0.07819452,0.7614001,3.440834,0.434527,0.654986,3.455435,0.4006896,0.9431279,3.436675
2019-12-23 18:20:45:709,0.2494857,0.8107024,3.549989,0.2453174,1.134319,3.595837,0.2403983,1.451113,3.627116,0.2670577,1.586935,3.659697,0.07440502,1.341768,3.596791,0.009698562,1.062866,3.568662,0.0157025,0.814144,3.473353,0.02842524,0.7619289,3.461327,0.4287501,1.305796,3.57187,0.4885085,1.048979,3.571854,0.4683847,0.8011882,3.469908,0.4430709,0.7443715,3.452992,0.1637705,0.8169485,3.51613,0.1503397,0.4870006,3.534131,0.1381913,0.1793737,3.576082,0.1776276,0.165641,3.469997,0.3295721,0.8110917,3.503908,0.3564213,0.4573762,3.527811,0.3589234,0.1230215,3.557804,0.3505822,0.1108602,3.420917,0.2418117,1.372804,3.62192,0.03166495,0.6862876,3.459762,0.07799435,0.7613348,3.438943,0.4358296,0.6513323,3.453432,0.4011466,0.9424945,3.434959
2019-12-23 18:20:45:746,0.2494846,0.8107929,3.549402,0.245192,1.134452,3.595309,0.2401659,1.451269,3.626731,0.2668138,1.586996,3.65949,0.07441033,1.341592,3.596249,0.009953682,1.062873,3.568253,0.01556113,0.8136052,3.47284,0.02979572,0.7635062,3.462584,0.4289253,1.305614,3.571493,0.4885319,1.048878,3.571753,0.4685225,0.800563,3.469554,0.4414856,0.7416297,3.459112,0.1637711,0.8171787,3.515432,0.150939,0.4872258,3.533524,0.1381638,0.1796355,3.576065,0.1772286,0.1637065,3.471406,0.3295712,0.8110548,3.503441,0.3564038,0.4571974,3.527431,0.3589426,0.1230669,3.557248,0.3506485,0.1109117,3.420358,0.2416002,1.372959,3.621493,0.0345203,0.694733,3.460316,0.07933068,0.7740346,3.441616,0.4362027,0.6485844,3.45643,0.4006557,0.9265079,3.43325
2019-12-23 18:20:45:783,0.2503947,0.810516,3.547646,0.2454235,1.134407,3.594175,0.2399889,1.451351,3.626094,0.2669888,1.586384,3.658026,0.07462592,1.341618,3.595794,0.0102792,1.063512,3.567402,0.01557691,0.8136176,3.471694,0.02891695,0.7633526,3.46145,0.4289654,1.304863,3.569581,0.4887675,1.048495,3.571344,0.4687314,0.8002698,3.468652,0.4425121,0.7433075,3.454762,0.1647208,0.8168143,3.513555,0.1512,0.4871928,3.533176,0.1372128,0.1785657,3.5762,0.1699442,0.1511202,3.479038,0.330414,0.8108428,3.501857,0.3563218,0.4569942,3.527093,0.3590073,0.1235335,3.557172,0.3503765,0.1114022,3.420288,0.2415021,1.373018,3.620751,0.02702131,0.696193,3.453566,0.07898789,0.7497748,3.439714,0.4385288,0.659094,3.45329,0.4001138,0.9082339,3.429
2019-12-23 18:20:45:816,0.2506884,0.810412,3.546713,0.2455062,1.134344,3.593163,0.2398177,1.451335,3.625143,0.2667523,1.586313,3.657885,0.07426848,1.341539,3.595601,0.0101252,1.063606,3.5669,0.01571032,0.8138816,3.470262,0.03038709,0.7615808,3.459749,0.4290425,1.304629,3.568918,0.4886267,1.04844,3.570771,0.4687414,0.7999892,3.467487,0.4417175,0.7452258,3.45331,0.165102,0.8165751,3.51203,0.1508287,0.4871901,3.532671,0.1365177,0.1784545,3.576815,0.169969,0.1579927,3.473509,0.3306184,0.8108193,3.501388,0.3569079,0.4559465,3.526155,0.3588797,0.1232169,3.556927,0.3501358,0.1110796,3.420049,0.2413921,1.372993,3.619773,0.02703946,0.695912,3.455994,0.07864287,0.7602909,3.439973,0.4401459,0.6493767,3.450427,0.4003197,0.9455826,3.43005
2019-12-23 18:20:45:854,0.2505958,0.809933,3.546205,0.2454224,1.133921,3.592485,0.2397126,1.451001,3.624381,0.2665986,1.586327,3.65784,0.06874306,1.327788,3.583626,0.01016814,1.063621,3.566516,0.01576466,0.8161155,3.468031,0.02917852,0.7648122,3.458144,0.4288676,1.304902,3.568645,0.4889587,1.0482,3.569812,0.4688233,0.8009034,3.466825,0.4420667,0.7459822,3.451916,0.1649006,0.8157963,3.511624,0.1511162,0.4862604,3.53156,0.1366921,0.1768809,3.576499,0.1709057,0.1522507,3.47821,0.3306148,0.8105602,3.500778,0.3570183,0.4573816,3.524913,0.3589693,0.1233923,3.556521,0.3525432,0.1111943,3.419554,0.241292,1.372637,3.619021,0.02781207,0.6966732,3.451765,0.07848822,0.7447346,3.427857,0.4389442,0.6600143,3.453099,0.4017116,0.9194637,3.431454
2019-12-23 18:20:45:889,0.2500841,0.8102571,3.545476,0.2452399,1.134027,3.591856,0.2397421,1.450948,3.623851,0.2670114,1.586425,3.657117,0.06880552,1.332847,3.585636,0.01040328,1.06323,3.565201,0.01575821,0.8161184,3.467586,0.02870161,0.7653867,3.456367,0.4289123,1.304684,3.567166,0.4889964,1.048134,3.568642,0.4688704,0.801256,3.466443,0.4421551,0.7438244,3.453491,0.164472,0.8162076,3.511133,0.1516071,0.4865963,3.530877,0.1363059,0.176846,3.576356,0.1738407,0.1546574,3.478075,0.3300246,0.8107713,3.499805,0.356836,0.4576057,3.524624,0.3589025,0.1234918,3.556422,0.351876,0.1112309,3.419468,0.2412733,1.372622,3.618467,0.03400211,0.7088084,3.453752,0.07842834,0.7776804,3.433808,0.433436,0.6504315,3.44943,0.3987947,0.9209912,3.421889
2019-12-23 18:20:45:922,0.249922,0.8102814,3.544784,0.245045,1.13403,3.591013,0.2395078,1.45092,3.622962,0.26688,1.586518,3.656902,0.06838101,1.333974,3.58582,0.01091181,1.063419,3.56462,0.01567965,0.8164155,3.466761,0.02889924,0.764124,3.454728,0.4290996,1.304214,3.566067,0.4887734,1.048525,3.56716,0.4690236,0.8009954,3.466128,0.4435547,0.743404,3.452263,0.1643082,0.8161501,3.510859,0.1501509,0.486851,3.531912,0.1365943,0.1764932,3.576484,0.1720941,0.1558565,3.475664,0.3299273,0.8109619,3.498528,0.3568898,0.4576232,3.524445,0.3590216,0.1235217,3.556103,0.3517525,0.1111949,3.419158,0.241047,1.372604,3.617578,0.02340641,0.6971669,3.452898,0.07814498,0.7655676,3.433645,0.4333858,0.6561459,3.446432,0.400429,0.945485,3.431
2019-12-23 18:20:45:961,0.2501709,0.8102912,3.543941,0.2449977,1.133825,3.589964,0.2390621,1.450423,3.621661,0.2661764,1.58645,3.655854,0.06955777,1.334864,3.585487,0.01073296,1.06349,3.564475,0.01560793,0.815437,3.464823,0.02935201,0.7631744,3.453344,0.4290423,1.304341,3.565338,0.4886799,1.049346,3.565985,0.4693041,0.8013873,3.465498,0.4428579,0.7454104,3.451302,0.1644365,0.8162429,3.510392,0.149966,0.4869522,3.53144,0.1366357,0.1764407,3.576512,0.1697479,0.156831,3.473538,0.330311,0.8108324,3.497317,0.3571795,0.4577283,3.523514,0.3589982,0.1236051,3.556048,0.3516549,0.1111746,3.419107,0.2407119,1.372191,3.616343,0.02970956,0.6956536,3.452396,0.0805582,0.7397453,3.430429,0.4406532,0.6583126,3.45418,0.3995706,0.9181339,3.424125
2019-12-23 18:20:46:000,0.2503037,0.8103048,3.542238,0.2455338,1.133927,3.58788,0.2400653,1.450694,3.619298,0.2654071,1.586364,3.654881,0.07108212,1.336543,3.585967,0.01102095,1.063627,3.562916,0.01607754,0.8151656,3.462825,0.0290175,0.7641286,3.45137,0.4290701,1.303911,3.56194,0.4892343,1.047742,3.563883,0.4691596,0.801738,3.464342,0.4415858,0.7449107,3.45222,0.1645253,0.8163022,3.508996,0.15105,0.4869814,3.530075,0.1364851,0.1766295,3.575913,0.1743388,0.1619652,3.47147,0.3304914,0.8108821,3.495356,0.3573492,0.4579911,3.523106,0.3591332,0.1239553,3.555687,0.3508532,0.1114191,3.418788,0.2415871,1.372414,3.614039,0.02971098,0.6956372,3.452562,0.07952788,0.7653217,3.430059,0.4390073,0.650515,3.453759,0.3992141,0.9138047,3.421166
2019-12-23 18:20:46:033,0.250912,0.8103573,3.541331,0.2457172,1.134209,3.587054,0.239862,1.451232,3.618454,0.266027,1.586505,3.651239,0.07119587,1.338479,3.585941,0.01079082,1.063897,3.562071,0.01626304,0.8153059,3.462209,0.02933474,0.7640433,3.452585,0.4289262,1.303909,3.56074,0.4890295,1.048499,3.563384,0.4692023,0.8020084,3.463752,0.4421647,0.7431635,3.448836,0.1651811,0.8164109,3.508229,0.1514142,0.4870762,3.529205,0.1367687,0.1770769,3.57558,0.175934,0.1647671,3.469942,0.3310086,0.810867,3.494393,0.3571657,0.4567525,3.52255,0.3588889,0.1236629,3.555574,0.3504126,0.1110256,3.418684,0.2414861,1.37288,3.613208,0.02496053,0.6975189,3.449896,0.07852348,0.7609878,3.42798,0.4328827,0.6510076,3.445027,0.398455,0.9473585,3.422067
2019-12-23 18:20:46:070,0.2510407,0.8104109,3.541162,0.2460985,1.134298,3.586622,0.2405691,1.45134,3.617732,0.2664438,1.5871,3.650718,0.07181478,1.340692,3.586336,0.01106142,1.065452,3.561438,0.01636049,0.8153442,3.462027,0.02900246,0.7634597,3.456075,0.4291675,1.303661,3.560235,0.4891309,1.048429,3.563155,0.4692543,0.8021111,3.463718,0.4435187,0.7413247,3.460349,0.1653749,0.8164055,3.508045,0.1515297,0.4870932,3.529117,0.1379044,0.1884347,3.573329,0.1816778,0.1992172,3.457353,0.3310813,0.8109668,3.494255,0.3571726,0.4559652,3.522439,0.3589021,0.1239759,3.555637,0.3503251,0.1112279,3.418752,0.2421043,1.372986,3.612559,0.02780716,0.6966482,3.451962,0.07847204,0.738291,3.433,0.4333594,0.6505149,3.448827,0.4037025,0.9436125,3.443812
2019-12-23 18:20:46:104,0.2510854,0.8105679,3.540431,0.2463544,1.134203,3.585515,0.2410759,1.450873,3.616232,0.2663984,1.587075,3.650659,0.07220283,1.34103,3.5858,0.01064457,1.064446,3.559674,0.01616632,0.8149652,3.461091,0.02842299,0.7641944,3.450982,0.429363,1.303599,3.558948,0.4890267,1.049057,3.562069,0.4691659,0.8020914,3.463294,0.4430218,0.7417008,3.451219,0.1653139,0.8167053,3.507251,0.1529376,0.4872573,3.527918,0.1382472,0.1976995,3.571193,0.1840165,0.199615,3.457914,0.3312123,0.8109918,3.493624,0.3573821,0.4560605,3.521959,0.3589742,0.1242225,3.555107,0.3502072,0.1113763,3.418234,0.2425428,1.372625,3.611158,0.0249217,0.6980639,3.445228,0.07817133,0.7574799,3.430813,0.4333939,0.6504869,3.449026,0.3997742,0.9179612,3.425875
2019-12-23 18:20:46:138,0.2504671,0.8109869,3.539523,0.2460434,1.134463,3.584795,0.2409668,1.451013,3.615739,0.2664036,1.587202,3.648961,0.07313342,1.343031,3.586215,0.01114293,1.064499,3.558618,0.01619325,0.8149062,3.460818,0.02943571,0.7635486,3.45101,0.4296377,1.303182,3.557382,0.4889763,1.048562,3.560791,0.4690265,0.8019396,3.461986,0.4425683,0.7453185,3.444882,0.1649097,0.8173401,3.506643,0.1519754,0.4878374,3.527001,0.1387028,0.2039042,3.570065,0.1839295,0.196445,3.458162,0.3303067,0.8111351,3.49234,0.3576735,0.4573059,3.520832,0.3590321,0.1245755,3.55507,0.349882,0.1116173,3.418209,0.2423906,1.372792,3.610606,0.02659935,0.6872206,3.457223,0.07745966,0.7675395,3.428103,0.4346501,0.6596058,3.443929,0.3998663,0.9440148,3.424106
2019-12-23 18:20:46:176,0.25021,0.8110454,3.539249,0.2459523,1.134335,3.584084,0.241191,1.450533,3.614298,0.2664166,1.587039,3.647821,0.07319476,1.342994,3.585839,0.01152839,1.06395,3.557752,0.01626569,0.8151634,3.460201,0.02841933,0.7686656,3.450432,0.4300033,1.302964,3.55675,0.4890344,1.048076,3.560248,0.4688969,0.801486,3.460413,0.4428298,0.7421209,3.446236,0.1645541,0.8175628,3.506283,0.1533109,0.4878265,3.525751,0.138849,0.2079348,3.569483,0.1830712,0.1948336,3.458064,0.3301362,0.8110802,3.492162,0.3576294,0.4573427,3.520637,0.3589844,0.1252174,3.555223,0.3497663,0.1121245,3.41837,0.2425159,1.372419,3.609369,0.0277999,0.6968584,3.45016,0.07961047,0.7375437,3.428333,0.4326569,0.6512427,3.443225,0.4001722,0.9343296,3.426306
2019-12-23 18:20:46:211,0.250403,0.8112383,3.538964,0.2459591,1.134365,3.583696,0.2409386,1.450394,3.613766,0.2667482,1.587225,3.646937,0.07138107,1.343346,3.585649,0.0116428,1.064074,3.557227,0.01611188,0.8146868,3.459904,0.02848422,0.7664716,3.451782,0.4296808,1.303025,3.555864,0.4889992,1.048084,3.56016,0.4689249,0.7999868,3.459438,0.4433349,0.7446854,3.447038,0.164776,0.817781,3.506048,0.1532021,0.4880863,3.525696,0.1391986,0.2113063,3.568389,0.1808724,0.1984539,3.455245,0.330299,0.8112351,3.491864,0.3577532,0.4589952,3.519234,0.3591713,0.1255515,3.555011,0.3498033,0.1122884,3.418164,0.2423425,1.372328,3.608876,0.03121871,0.6978884,3.446726,0.0776327,0.7729115,3.430693,0.4345521,0.6568743,3.443227,0.4008472,0.9440393,3.4226
2019-12-23 18:20:46:250,0.2507889,0.8111851,3.538647,0.246474,1.134283,3.583206,0.2415035,1.450314,3.613226,0.267298,1.587193,3.645975,0.07254721,1.343521,3.584654,0.01164813,1.064069,3.556826,0.01620202,0.8145514,3.459735,0.02934922,0.768942,3.45165,0.4299527,1.302979,3.555526,0.4894726,1.047511,3.558789,0.4690014,0.7998437,3.459421,0.4441469,0.7442203,3.44915,0.165265,0.8178059,3.505502,0.1532961,0.4882053,3.525563,0.1386416,0.2133658,3.568423,0.1848044,0.1933007,3.459683,0.3306109,0.8111268,3.491737,0.3578194,0.4590297,3.519252,0.3591609,0.1256713,3.555003,0.3499691,0.11226,3.418145,0.2429004,1.372244,3.608338,0.01751352,0.7060964,3.449564,0.07775584,0.7605003,3.431658,0.4321418,0.651101,3.449091,0.4005513,0.9398972,3.426436
2019-12-23 18:20:46:287,0.2508008,0.8112934,3.538551,0.2464049,1.13443,3.583068,0.241303,1.450529,3.613078,0.2672701,1.587256,3.645898,0.07365116,1.345343,3.58449,0.01182572,1.064941,3.556232,0.01621678,0.8145218,3.459625,0.02800171,0.766786,3.452006,0.4298352,1.303149,3.554945,0.4897431,1.047988,3.558512,0.4690881,0.7992791,3.459173,0.4434037,0.7441573,3.447613,0.1652751,0.8179291,3.505455,0.1532026,0.4883354,3.525545,0.1383392,0.2148175,3.568242,0.1861482,0.1934204,3.460886,0.3306274,0.8112128,3.49161,0.3578127,0.4589843,3.519011,0.3591492,0.1265015,3.555187,0.34993,0.1129604,3.418326,0.2427381,1.372438,3.608188,0.03231604,0.6973634,3.443558,0.07940891,0.770799,3.436084,0.442255,0.6604813,3.444623,0.402007,0.9634348,3.425044
2019-12-23 18:20:46:324,0.251618,0.8102176,3.537488,0.2468109,1.133875,3.582372,0.2414167,1.450355,3.612762,0.267242,1.587359,3.645913,0.07065076,1.328421,3.574294,0.0122523,1.064844,3.555068,0.01638118,0.8145152,3.45948,0.02889698,0.7654582,3.45265,0.4296902,1.303012,3.554475,0.4897633,1.048215,3.558111,0.4692512,0.7997389,3.458367,0.4421271,0.7426893,3.444435,0.1658018,0.8163001,3.504181,0.1533798,0.4869698,3.525401,0.1385777,0.2146515,3.567468,0.1871568,0.1986569,3.459293,0.3317248,0.8105662,3.490731,0.3577764,0.4589974,3.518968,0.3589607,0.1265967,3.55515,0.3513688,0.1129625,3.418204,0.2429092,1.372186,3.607785,0.03347779,0.6892509,3.450753,0.07844758,0.7666559,3.429963,0.4327059,0.6511897,3.443623,0.4000166,0.9317806,3.427715
2019-12-23 18:20:46:363,0.2518103,0.8103818,3.536836,0.2470878,1.133537,3.581098,0.2417048,1.449349,3.610761,0.2678664,1.587525,3.643654,0.07264441,1.336881,3.576893,0.01213033,1.064832,3.554349,0.01658237,0.8149076,3.45827,0.02795019,0.7667037,3.449304,0.4300951,1.303126,3.553735,0.4905729,1.048112,3.55727,0.4695595,0.7993904,3.456792,0.4453025,0.742313,3.446335,0.1659244,0.8165351,3.503572,0.1536821,0.4872045,3.524837,0.1392159,0.2160332,3.567137,0.1847505,0.2004977,3.456861,0.3319921,0.8107226,3.490106,0.3585031,0.4573787,3.51822,0.3589222,0.1266064,3.554719,0.3509212,0.1128379,3.4178,0.2432009,1.37136,3.605963,0.02961908,0.6979384,3.442931,0.07784178,0.7702287,3.425379,0.4365152,0.6511462,3.444019,0.399461,0.9322996,3.422928
2019-12-23 18:20:46:409,0.2519789,0.8103629,3.536407,0.2473542,1.133552,3.580508,0.242036,1.449457,3.610136,0.2680743,1.587244,3.643207,0.07164072,1.337144,3.577517,0.01225296,1.064917,3.554062,0.01665878,0.814923,3.458099,0.02854061,0.7675573,3.450583,0.4300959,1.303127,3.553688,0.4912413,1.048847,3.556837,0.469704,0.7997127,3.456444,0.4454004,0.7449898,3.444479,0.1660992,0.8165238,3.503003,0.1538856,0.4872085,3.524348,0.1385972,0.2169171,3.567743,0.1831095,0.1916957,3.459039,0.3321408,0.810703,3.48984,0.3588139,0.4585514,3.51707,0.3589645,0.1268257,3.554607,0.3508121,0.1129038,3.417696,0.2435181,1.371439,3.605338,0.02966604,0.6985794,3.447556,0.07836562,0.770409,3.430541,0.4419995,0.6607368,3.44262,0.4011154,0.943149,3.424082
2019-12-23 18:20:46:462,0.2521353,0.8103654,3.535918,0.2479092,1.133467,3.579855,0.2431454,1.449304,3.609382,0.2680627,1.587087,3.643156,0.07194676,1.338294,3.577897,0.01199281,1.065714,3.554143,0.01677353,0.815122,3.457634,0.02912918,0.7676543,3.446008,0.4305128,1.303116,3.553331,0.491885,1.048272,3.55618,0.4698603,0.7989509,3.455693,0.4467933,0.7438285,3.443728,0.1662159,0.8165981,3.502564,0.1540854,0.4873514,3.524258,0.1385751,0.2172737,3.567566,0.1796663,0.18968,3.457496,0.3323355,0.810631,3.489343,0.3589171,0.4586488,3.516829,0.3589296,0.1272042,3.554455,0.3506545,0.1131452,3.417549,0.2444735,1.371299,3.604601,0.02964442,0.6965576,3.444721,0.07893979,0.7336814,3.418572,0.4420258,0.6607116,3.44282,0.4015047,0.9421138,3.423703
2019-12-23 18:20:46:505,0.2520008,0.8095952,3.535807,0.2478185,1.13311,3.579504,0.2429946,1.449244,3.608946,0.2680965,1.587189,3.643011,0.06868519,1.327743,3.57288,0.01195075,1.066083,3.55367,0.01704094,0.8155198,3.45604,0.02929417,0.7670813,3.446586,0.4306162,1.303216,3.552645,0.4925974,1.048233,3.555132,0.46989,0.7985835,3.454526,0.4459377,0.7439566,3.441516,0.1661368,0.8160522,3.502453,0.1541526,0.4868221,3.524215,0.138828,0.2160192,3.56786,0.1744972,0.1841953,3.456491,0.3321369,0.809616,3.489304,0.3585796,0.4592044,3.516741,0.3596093,0.1272497,3.553934,0.3518721,0.1130773,3.417011,0.2443531,1.371167,3.604185,0.0249365,0.6980078,3.44572,0.07750935,0.7640798,3.425193,0.4378604,0.6516848,3.444749,0.3992563,0.9306643,3.418154
2019-12-23 18:20:46:547,0.2525103,0.8094387,3.535448,0.2480325,1.13329,3.579384,0.2431059,1.450078,3.609005,0.2680691,1.587147,3.643121,0.06671952,1.325483,3.572222,0.01188523,1.065832,3.553427,0.01720865,0.8151509,3.455796,0.0296989,0.7632451,3.448472,0.4306695,1.303183,3.552628,0.4930854,1.047106,3.554686,0.4698798,0.7985659,3.45449,0.4462227,0.7437387,3.445629,0.1665206,0.8158598,3.502171,0.1539627,0.4867232,3.524288,0.138898,0.2148483,3.567942,0.1739206,0.1836182,3.456246,0.3327844,0.8095195,3.488882,0.3586493,0.4592144,3.51656,0.359688,0.1276827,3.553819,0.3520104,0.1134287,3.416891,0.2445003,1.371759,3.604177,0.03440153,0.6882546,3.448549,0.08030428,0.7770326,3.423666,0.4437267,0.662302,3.441418,0.4032292,0.9601772,3.425087
2019-12-23 18:20:46:583,0.2528331,0.8094618,3.535193,0.248021,1.133345,3.579326,0.2426482,1.450351,3.609047,0.2684211,1.58729,3.642402,0.06572977,1.326236,3.572858,0.01207865,1.065943,3.553221,0.01734361,0.8150585,3.455017,0.02880644,0.7647409,3.445082,0.4308538,1.303227,3.552219,0.493056,1.048609,3.554622,0.4699421,0.7985053,3.454435,0.4458754,0.7431763,3.443093,0.1669103,0.8158641,3.501914,0.1539863,0.4867876,3.524264,0.1386107,0.2139201,3.568259,0.1729853,0.1839853,3.455973,0.333039,0.809562,3.488649,0.3588321,0.459322,3.51651,0.3598309,0.128453,3.553408,0.3519335,0.1141678,3.416482,0.2442183,1.371956,3.604172,0.02492684,0.6981617,3.444387,0.07890128,0.7493137,3.425579,0.442168,0.6567931,3.441582,0.4005258,0.9214035,3.421364
2019-12-23 18:20:46:616,0.2529162,0.8093377,3.535062,0.2480717,1.133286,3.579278,0.2426687,1.45033,3.609054,0.2684699,1.587357,3.642438,0.06627339,1.325776,3.572222,0.0121599,1.066013,3.553198,0.01728465,0.8150626,3.454955,0.02806778,0.7648969,3.44811,0.4309107,1.303182,3.552217,0.4937671,1.048615,3.554343,0.47012,0.7984822,3.454195,0.4454966,0.746382,3.445589,0.1669127,0.8157507,3.501882,0.1540299,0.4866984,3.524347,0.1382232,0.2118821,3.568538,0.1733898,0.1782255,3.458703,0.3332734,0.8094237,3.488348,0.3588237,0.4595053,3.516315,0.3599969,0.1285795,3.553201,0.3522366,0.114282,3.416265,0.2442394,1.371933,3.60417,0.03150076,0.6978669,3.441552,0.07953443,0.7645222,3.428069,0.4462718,0.6644548,3.442917,0.4040467,0.9580678,3.424769
2019-12-23 18:20:46:661,0.2528984,0.8093649,3.535019,0.2481376,1.13341,3.579178,0.2428975,1.450634,3.608911,0.2686067,1.587739,3.642426,0.07040742,1.334248,3.574749,0.01287117,1.068463,3.552649,0.01731476,0.8149613,3.454707,0.02863266,0.7647933,3.445904,0.4313214,1.302999,3.551781,0.4937944,1.048827,3.554201,0.4702495,0.7982934,3.454266,0.4459335,0.742101,3.445265,0.1668801,0.8157545,3.501728,0.1541371,0.4867203,3.524301,0.1381482,0.2091389,3.56883,0.1665488,0.1752034,3.456909,0.3332529,0.8094831,3.488362,0.3588331,0.4596631,3.516148,0.3600314,0.1286989,3.553042,0.3519652,0.114395,3.416116,0.2444135,1.372189,3.604038,0.02690349,0.69793,3.438695,0.0780042,0.7521546,3.424712,0.4416121,0.6517097,3.439812,0.4005257,0.9408281,3.419216
